,Latitude,Longitude
26591,33.293611,-84.6175
26592,47.103889,-122.287222
26593,47.828611,-112.156944
26594,26.175834,-98.238611
26595,44.536666,-115.350833
26596,41.21,-81.251389
26598,64.8,-147.85
26599,46.988333,-123.433889
26601,38.516111,-90.027778
26602,40.435833,-104.631945
26603,34.518334,-109.378611
26604,38.308333,-76.416111
26605,36.459722,-80.552778
26606,44.536389,-115.350833
26607,33.444722,-90.585833
26608,38.333333,-120.166667
26609,29.48,-95.327223
26610,43.536389,-115.350833
26611,33.901111,-97.167778
26615,46.383333,-94.361944
26616,43.849722,-116.5425
26617,41.371389,-73.481945
26618,41.2475,-76.923889
26619,27.9925,-82.019723
26620,34.580556,-84.023334
26622,39.099722,-84.419445
26623,41.137222,-75.378611
26624,40.378611,-75.965556
26626,31.297222,-85.897222
26627,41.433333,-80.652222
26628,41.019167,-89.386389
26629,36.228056,-84.2225
26630,41.128056,-74.346666
26631,48.756667,-122.531667
26632,43.118889,-77.672223
26633,41.143055,-96.446389
26634,26.744166,-81.4325
26635,34.263889,-116.865556
26636,45.738333,-91.855556
26637,45.166667,-69.416667
26638,60.476111,-151.0325
26639,31.2675,-81.444722
26640,46.9,-114.011944
26641,34.391944,-118.833333
26642,41.685277,-72.866667
26643,38.352222,-78.502222
26644,44.251667,-91.858611
26645,39.5,-122.218056
26646,33.45,-111.716667
26647,35.939444,-77.546666
26649,41.685277,-72.618889
26650,64.813889,-147.918611
26651,57.646111,-153.307222
26652,39.935277,-86.045
26653,38.009722,-77.970278
26654,60.593055,-158.049722
26655,40.751389,-95.413333
26656,33.311667,-79.319445
26657,44.691666,-111.118334
26658,32,-116
26659,30.718056,-91.478611
26660,61.366667,-153.75
26661,27.495,-80.368334
26662,28.779167,-81.238889
26663,60.111667,-154.671667
26664,32.116111,-110.941111
26665,32.083333,-107.65
26666,59.925,-147.516667
26667,57.566667,-157.016667
26668,46.893611,-99.532223
26669,45.061667,-93.353333
26670,38.394444,-105.936666
26671,30.645833,-93.915
26672,36.198333,-95.888333
26673,26.419445,-81.401667
26675,40.163611,-105.163056
26676,56.95,-158.616667
26677,48.156667,-122.159167
26679,44.778334,-95.033333
26680,35.9025,-80.461389
26681,57.833333,-135.516667
26682,63.766667,-154.818334
26683,39.588889,-84.224723
26684,42.491111,-76.458611
26685,33.875556,-84.301944
26686,42.703333,-87.958889
26687,65.830556,-144.075834
26688,42.483889,-114.488333
26689,32.733611,-117.189722
26690,32.826111,-116.9725
26691,32.504167,-101.224723
26692,44.018056,-92.831389
26693,65.830556,-144.075834
26694,32.044444,-110.786389
26695,38.785277,-78.601667
26696,28.221111,-82.374445
26697,44.888889,-116.101389
26698,44.967778,-114.732778
26699,32.9,-117.266667
26700,37.965556,-77.745555
26702,41.485,-122.46
26703,35.666667,-84.866667
26704,35.449722,-77.849722
26705,31.421111,-97.796944
26706,45.812778,-108.549166
26707,48.575834,-122.974723
26708,42.402778,-88.375278
26709,34.845555,-100.196111
26710,42.515278,-76.236111
26711,33.716111,-121.616389
26712,34.4525,-117.064444
26713,32.781667,-98.508889
26714,45.303056,-122.359722
26717,41.430278,-105.475556
26719,48.2,-97.133333
26720,39.908611,-105.117223
26721,45.008333,-69.240833
26722,33.25,-118.5
26723,36.039722,-95.984722
26724,29.336944,-98.471111
26725,45.515278,-69.1275
26726,36.211667,-115.195833
26727,39.929167,-83.609444
26728,33.833333,-83.333333
26729,26.247222,-80.113889
26730,33.101944,-116.216389
26731,44.996666,-92.855
26732,38.098333,-83.945277
26734,25.95,-80.416667
26735,38.484444,-77.612778
26736,42.834444,-70.829445
26737,61.571389,-149.540555
26738,34.033333,-117.5
26739,39.588611,-89.414444
26740,29.341666,-80.685555
26741,44.533056,-69.675278
26742,30.705833,-87.95
26743,40.799444,-74.414722
26744,27.460556,-81.348333
26745,61.186944,-149.965278
26746,36.852222,-79.937222
26747,26.335833,-80.291111
26748,39.840833,-83.839444
26749,26.335833,-80.291111
26750,61.815556,-162.0125
26751,32.681111,-102.654444
26753,57.533333,-153.966667
26755,39.58,-79.273889
26756,30.2025,-95.319445
26757,30.915556,-102.916111
26758,35.898611,-92.659722
26759,33.817778,-118.151667
26760,36.835,-114.055278
26761,47.966945,-102.444722
26762,33.134722,-97.361111
26763,31.883333,-117.683333
26764,35.224723,-111.931945
26765,41.263333,-87.135
26766,61.214444,-149.846666
26767,34.25,-118.4
26769,33.626945,-111.9
26770,40.9475,-74.314444
26771,41.7875,-111.8525
26772,28.545555,-81.333056
26773,34.265556,-118.4
26774,43.119445,-77.631667
26775,34.873611,-118.215278
26776,40.493611,-81.383056
26778,34.497777,-83.557778
26779,35.3,-112.183333
26780,30.193889,-90.572223
26781,42.460278,-71.517778
26782,37.650556,-82.786666
26783,27.9925,-82.019723
26784,47.288055,-120.296111
26785,41.683889,-81.389722
26786,36.953333,-121.465556
26787,36.161667,-75.864722
26788,33.168056,-112.286389
26789,34.85,-97.586389
26790,35.270278,-82.4775
26791,34.132223,-115.945833
26792,36.141666,-99.303056
26793,34.758889,-106.4075
26794,42.35,-72.7
26795,39.103333,-84.418611
26797,36.271945,-93.156111
26798,33.169723,-97.032223
26800,34.125,-84.848611
26801,18.451111,-66.675556
26802,32.95,-116.293333
26804,25.867778,-82.574445
26805,42.168611,-89.151389
26806,31.779723,-103.201389
26807,34.265556,-118.413611
26808,34.576389,-90.675834
26809,43.4575,-96.801944
26810,35.900556,-75.733333
26811,40.183333,-103.238611
26812,40.916111,-81.442222
26813,36.183333,-86.888889
26815,27.236666,-80.561667
26816,31.431667,-81.82
26817,26.175,-98.238611
26818,38.890277,-90.046111
26819,28.102778,-80.645833
26821,36.176389,-94.119167
26822,44.741389,-85.582223
26823,43.114444,-93.594444
26824,25.856111,-81.399722
26825,32.897777,-79.782778
26826,34.144166,-114.251111
26827,36.841944,-89.359444
26828,47.331111,-122.588889
26829,33.85,-116.483333
26830,33,-115.5
26831,39.65,-121.610556
26832,36.78,-76.448889
26833,28.926389,-80.848889
26834,40.778334,-82.6875
26835,40.9675,-98.309722
26836,41.636666,-82.828334
26837,35.173611,-97.216945
26838,41.884722,-91.153056
26839,38.561111,-121.266667
26840,31.358333,-100.612778
26841,39.766667,-105.05
26842,33.087777,-118.035833
26843,21.166667,-156.95
26844,25.848611,-81.39
26845,30.613611,-81.280556
26846,47.016667,-120.516667
26847,30.333333,-81.5
26848,35.356389,-103.4375
26849,61.898889,-161.438055
26850,35.118056,-102.185
26851,44.627778,-93.228056
26852,45.156111,-117.253056
26853,60.808333,-151.7
26854,48.154167,-94.516945
26856,26.206111,-98.401667
26857,45.195555,-123.137777
26858,34.692777,-85.294722
26859,47.914167,-122.284444
26860,41.2875,-74.286944
26861,30.069445,-83.581945
26862,29.850278,-97.672223
26863,36.325556,-111.483056
26864,43.407222,-94.746389
26865,35.3075,-82.433056
26866,32.438333,-89.763889
26867,35.214444,-89.043333
26868,43.834444,-84.74
26869,37.19,-97.333056
26870,43.991111,-70.947777
26871,49.1,-121.26
26872,37.6275,-122.389166
26873,37.073056,-84.584166
26874,31.869167,-95.217223
26875,34.334722,-118.601667
26876,40.481945,-74.891111
26877,41.889722,-72.615
26878,24.616667,-81.158333
26879,33.626945,-111.9
26880,38.335,-81.731667
26881,34.351111,-85.163333
26882,34.746111,-118.220556
26883,38.817223,-114.909722
26884,28.777778,-81.2375
26885,43.234722,-77.120278
26886,28.824723,-81.018611
26887,39.246666,-84.388889
26888,40.770278,-79.978611
26889,40.079723,-83.073056
26890,42.503056,-83.623611
26891,34.248611,-82.158889
26892,42.011944,-121.339166
26893,66.884722,-162.598611
26894,38.683333,-108.983333
26895,41.780278,-124.236389
26896,43.910278,-123.0075
26897,45.857222,-93.032778
26898,34.816667,-118.400833
26899,29.521389,-95.242222
26900,39.75,-92.633333
26901,38.848611,-90.5
26902,35.385277,-80.709722
26903,34.283611,-80.564722
26904,33.624167,-96.586111
26905,35.043055,-85.021945
26906,64.733333,-156.933333
26907,40.6175,-74.244722
26908,33.616667,-116.15
26909,34.536389,-91.9825
26911,35.619167,-82.255278
26912,41.515278,-75.251389
26913,33.72,-93.658889
26914,32.510556,-83.767223
26915,43.4475,-114.001944
26916,33.350556,-84.566945
26917,45.622778,-93.9075
26918,43.508056,-112.079167
26919,35.915278,-94.159722
26920,34.633333,-89.3
26921,34.990833,-120.188055
26922,33.866667,-83.730556
26923,42.496666,-92.151667
26924,34.216389,-118.494444
26925,29.935555,-95.64
26926,40.010278,-105.047777
26927,31.991666,-81.246111
26928,46.606667,-121.666667
26929,41.131389,-81.764444
26930,36.138889,-95.825
26931,34.934444,-104.643055
26932,39.149166,-108.415278
26933,41.517778,-81.683333
26934,35.998611,-89.406111
26935,35.566667,-83.490555
26936,32.6875,-103.216945
26937,36.436944,-79.850833
26938,38.549166,-78.486111
26939,27.988889,-82.018611
26940,47.267778,-122.598055
26941,36.293055,-115.348055
26942,33.833333,-117.856111
26944,33.051111,-80.267778
26945,61.8525,-159.55
26946,44.740555,-115.139166
26947,33.942222,-96.394444
26948,45.954722,-112.4975
26950,31.295555,-89.986111
26951,34.316667,-84.653056
26952,33.458333,-85.808333
26953,40.515,-122.293333
26954,37.778056,-89.251944
26955,42.33,-88.079167
26956,28.102778,-80.645277
26957,39.428889,-94.368889
26958,34.978889,-89.786944
26959,37.2075,-80.407778
26961,40.241666,-111.717778
26962,43.368611,-124.101667
26963,42.150278,-79.001389
26964,44.720278,-102.659167
26965,38.578334,-122.435277
26966,31.382223,-103.510556
26967,42.083333,-121.221945
26968,35.9475,-114.861111
26969,41.959722,-85.593333
26970,41.531389,-71.281945
26971,36.211667,-115.195833
26972,42.435277,-88.984166
26973,35.933333,-88.848333
26974,41.270556,-120.123334
26975,33.622778,-111.910556
26976,38.945833,-104.569723
26977,38.945833,-104.569723
26978,45.026667,-115.982778
26979,46.259444,-119.110556
26980,44.201944,-114.939444
26981,40.645277,-77.555278
26983,34.233333,-88.983333
26984,41.701389,-74.795
26985,27.910556,-82.687222
26986,34.132223,-115.945833
26987,32.300556,-86.384166
26988,39.570278,-83.420556
26989,33.896666,-117.574167
26990,33.383333,-117.05
26991,47.566667,-97.633333
26992,36.6125,-76.625278
26993,43.565278,-116.226389
26994,33.75,-86.833333
26995,35.205833,-89.394444
26996,40.093611,-92.545
26997,36.475278,-82.4075
26998,44.915556,-122.897777
26999,41.323611,-82.257222
27000,34.213889,-119.094444
27001,35.288889,-95.093889
27002,43.258333,-85.545833
27003,31.803889,-106.377778
27004,47.049166,-109.466667
27005,31.515556,-106.146944
27006,44.094166,-116.903889
27007,34.256667,-111.339166
27009,42.246111,-89.581945
27010,48.4875,-122.832778
27011,39.263611,-74.6075
27012,31.154167,-97.413056
27013,39.263611,-74.6075
27014,37.401667,-112.910278
27015,40.076111,-114.587777
27016,30.716667,-96.333333
27018,44.891944,-114.888889
27019,36.685,-101.507778
27021,29.694444,-81.513611
27022,36.926111,-111.448333
27023,41.259444,-95.76
27024,41.032223,-73.218056
27025,28.000278,-82.164167
27026,43.662778,-84.261389
27027,33.340277,-84.901111
27028,64.8375,-147.614444
27029,62.878889,-151.066667
27030,21.307222,-158.070278
27031,34.268889,-77.9025
27032,33.386666,-84.326111
27033,61.436944,-142.903611
27034,48.614722,-118.464722
27035,33.456389,-80.855278
27036,45.256389,-112.589444
27037,38.883333,-119.983333
27038,30.35,-95.416667
27039,32.088889,-105.085277
27040,27.910556,-82.69
27041,38.333333,-91.516667
27042,33.651111,-97.196944
27043,30.384444,-84.350278
27044,44.998333,-100.211944
27045,43.696389,-116.633889
27046,43.191389,-72.751944
27047,41.709444,-92.734722
27048,38.586944,-77.711111
27049,46.501389,-88.7
27050,48.255556,-106.817778
27051,42.795833,-70.841111
27052,35.283333,-112.7
27053,43.769445,-87.851944
27054,41.907778,-88.248611
27055,38.526667,-77.858611
27056,34.654444,-112.419445
27057,31.693611,-98.9575
27058,63.393889,-153.268889
27059,62.833333,-150.5
27060,40.170556,-75.600833
27061,61.394444,-149.845555
27062,47.3425,-122.104444
27063,38.0175,-75.827778
27064,35,-106.600278
27065,44.776389,-69.383056
27066,32.779445,-103.214167
27067,38.454167,-101.746389
27068,47.616111,-122.265
27069,45.145,-93.211389
27070,46.976111,-109.6
27071,40.379723,-79.607222
27072,41.185555,-112.001944
27073,40.723056,-88.866667
27075,45.099722,-114.801944
27076,36.041666,-90.15
27077,26.3,-80.05
27078,26.3,-80.05
27079,28.109722,-80.737777
27080,45.901667,-122.743055
27081,39.570278,-95.180278
27082,35.935833,-96.779167
27083,43.808333,-111.216667
27084,43.071667,-124.41
27085,36.777778,-114.375
27086,29.950833,-94.020556
27087,29.283611,-98.500278
27088,34.833333,-91.8
27089,39.942777,-74.845555
27090,34.112778,-90.557222
27091,45.4575,-119.690277
27092,35.811389,-96.421945
27093,59.585555,-135.166945
27095,43.083333,-77.120278
27096,26.744722,-81.935
27097,42.916945,-114.765
27098,40.365278,-81.571945
27099,42.796944,-82.975278
27100,36.257778,-115.648889
27101,38.526667,-77.858611
27102,39.3625,-76.449722
27103,33.818056,-111.897777
27104,37.15,-107.75
27105,41.365,-86.300278
27106,55.913889,-131.576111
27107,35.972778,-115.135277
27108,44.485,-84.711944
27109,47.459722,-92.476667
27110,40.617223,-74.244444
27111,39.227223,-106.870278
27112,43.9625,-86.407778
27113,57.097777,-135.368889
27114,59.448611,-151.706667
27115,34.533056,-118.424445
27116,44.0625,-98.511111
27117,48.079445,-113.244722
27118,47.901111,-116.728611
27119,61.471389,-148.735833
27120,42.161111,-120.398889
27121,33.214167,-96.747777
27122,41.989722,-88.110833
27123,44.7875,-86.004167
27124,26.181111,-98.247777
27126,33.688333,-112.0825
27127,59.353611,-151.930834
27128,48.843889,-117.283889
27129,37.609722,-118.006389
27130,33.269167,-111.811111
27131,43.007222,-88.601944
27132,58.431111,-135.7125
27133,39.168334,-77.165833
27134,37.977778,-89.360556
27135,33.62,-91.364722
27136,43.514444,-112.070278
27137,39.783611,-104.535
27138,40.375834,-75.390277
27140,29.179723,-81.058056
27141,29.179723,-81.058056
27142,46.159722,-93.461389
27143,48.621667,-122.682778
27144,42.760556,-87.815278
27145,28.706944,-81.581667
27146,37.693333,-121.820278
27147,40.959444,-72.251667
27148,44.648611,-111.358056
27149,61.186944,-149.965278
27150,61.535,-149.947777
27151,48.208056,-122.576389
27152,33.855278,-111.308611
27153,36.423056,-105.294444
27154,47.514444,-120.480556
27155,44.589444,-92.485
27156,41.690277,-72.864722
27157,34.978611,-89.786944
27158,38.248889,-86.953611
27159,40.850833,-96.759167
27160,48.087222,-113.250833
27162,61,-151.433333
27163,42.0875,-84.240833
27164,34.518334,-109.378611
27165,61.2,-149.833333
27166,61.214444,-149.846111
27167,34.173056,-91.935555
27168,38.735555,-93.585833
27169,37.390277,-106.617778
27170,32.284444,-106.9175
27171,59.200556,-154.933889
27172,28.545277,-81.332778
27173,36.65,-94.45
27174,60.883333,-161.95
27175,37.3775,-118.363611
27176,39.158889,-95.61
27177,25.933333,-80.483333
27178,35.136111,-92.713611
27179,38.583333,-122.433333
27180,26.744166,-81.4325
27181,42.406944,-88.633611
27182,55.366667,-131.733333
27183,43.341111,-73.610278
27184,47.433333,-100
27185,46.254444,-114.125556
27186,43.849722,-116.542777
27187,29.533611,-98.469723
27188,60.883333,-155
27189,41.518056,-81.683333
27191,38.468334,-100.920834
27192,48.979445,-97.542777
27193,41.403611,-106.359167
27194,32.116111,-110.941111
27195,26.175278,-96.151667
27196,44.953333,-92.883333
27197,40.616389,-83.063333
27199,42.976667,-90.648055
27200,37.65,-97.433056
27201,35.16,-40.567778
27202,39.455278,-121.291666
27203,33.951944,-117.445277
27204,41.660833,-89.693611
27205,64.780834,-148.634722
27206,43.694722,-116.638055
27207,29.1725,-82.224167
27208,35.3075,-82.433056
27209,59.908333,-147.5
27210,39.958333,-79.656667
27211,36.8125,-111.646389
27212,43.741666,-70.438333
27213,43.15,-110.05
27214,44.991944,-92.853611
27215,18.307778,-65.661667
27216,42.665278,-83.418611
27217,61.817223,-147.634444
27218,30.901667,-87.118611
27219,70.05,-144.05
27220,48.006389,-116.941111
27221,36.741111,-108.229723
27222,64.504444,-151.988611
27223,29.685,-98.034722
27224,45.47,-69.533611
27225,37.326111,-78.071667
27226,36.698055,-76.903611
27227,33.438055,-99.812778
27228,44.351667,-104.808333
27229,43.142222,-85.253889
27230,28.289722,-81.436944
27231,36.589444,-121.849444
27232,46.724723,-94.15
27233,34.146944,-97.122778
27234,68.476111,-142.4425
27235,39.985833,-85.761389
27236,60.633889,-152.398055
27237,44.645277,-114.862778
27238,45.508611,-69.4125
27239,32.123334,-110.947777
27240,27.233333,-80.925
27241,62.083333,-151.508333
27242,30.042222,-90.028056
27243,48.498889,-122.662222
27244,34.15,-110.983333
27245,38.747777,-90.36
27246,60.1,-142.825
27247,42.379167,-122.878056
27248,32.485833,-83.734722
27249,64.077223,-147.821389
27250,30.333333,-88.7
27251,43.738611,-111.104722
27252,38.921111,-120.864722
27253,43.195555,-77.748055
27254,36.271667,-115.991666
27255,41.517778,-88.175556
27257,36.666389,-119.449722
27258,38.427778,-92.875278
27259,41.248333,-70.064722
27260,37.701111,-113.098611
27261,29.818056,-95.670278
27262,45.148333,-92.538055
27263,61.926667,-153.18
27264,41.819723,-86.5975
27265,44.791666,-116.516667
27266,36.191944,-94.49
27267,34.733611,-76.65
27268,42.4925,-71.3525
27269,33.675556,-117.869167
27270,47.516667,-122.303333
27271,48.578889,-122.826389
27272,40.751667,-95.413611
27273,42.561944,-92.400556
27274,41.2,-74.622778
27275,33.419167,-88.833333
27276,35.966667,-82.315
27277,31.079723,-81.433333
27278,35.73,-115.453333
27279,36.585277,-79.893889
27280,30.55,-84.378611
27281,41.669445,-111.168056
27282,48.510278,-109.274167
27283,43.061111,-78.661389
27284,61.531111,-142.782223
27285,34.213889,-119.094444
27287,33.563889,-86.247222
27288,35.738055,-81.386944
27289,46.034722,-46.035833
27290,29.479723,-95.326945
27291,41.448055,-97.342777
27292,37.333056,-86.123056
27293,40.035833,-107.883889
27294,36.435555,-107.576945
27295,35.583611,-79.100556
27296,64.759167,-147.387777
27297,46.002222,-121.524723
27298,45.776389,-122.85
27299,25.848611,-81.39
27300,32.815556,-117.139444
27301,42.533333,-72.291666
27302,34.978334,-89.453333
27303,28.102778,-80.645277
27304,20.3175,-81.305556
27305,41.781389,-122.468056
27306,33.147222,-81.163889
27307,32.815556,-117.139444
27309,35.317778,-77.616667
27310,41.588055,-83.761667
27311,39.785277,-104.543055
27312,43.066667,-124.4
27313,34.265556,-118.413611
27314,44.501667,-109.035555
27315,35.021945,-115.583611
27316,35.068611,-77.034722
27317,35.145277,-106.795277
27318,39.244444,-77.148611
27319,32.976111,-105.738611
27320,48.029445,-98.325278
27321,39.568611,-79.635833
27322,47.003889,-122.148889
27323,43.33,-82.956667
27324,43.641666,-86.329167
27325,46.466667,-122.811389
27326,40.874723,-81.888055
27327,39.093333,-80.025834
27328,35.021945,-110.7225
27329,35.361111,-89.8725
27330,61.734722,-151.967223
27331,40.874723,-81.888055
27332,40.316667,-104.906667
27333,65.173334,-150.246666
27334,42.114167,-87.901389
27335,32.768611,-98.06
27336,40.795,-73.1
27337,33.434722,-112.013333
27338,64.736111,-156.937222
27339,34.105556,-11.961111
27340,29.300833,-81.120278
27341,34.692222,-84.0075
27342,41.467223,-71.801944
27343,32.368334,-97.868056
27344,32.781389,-98.06
27345,43.446389,-114.218889
27346,28.545555,-81.332778
27347,29.913333,-96.95
27348,44.926111,-89.626667
27349,35.741111,-81.389444
27350,41.529167,-75.946666
27351,33.651111,-111.595833
27352,36.773889,-90.324723
27353,33.947222,-98.616667
27354,34.875,-113.288889
27355,38.033611,-84.600278
27356,32.262222,-107.720556
27357,35.601944,-97.706111
27358,33.552222,-86.755833
27359,42.665278,-83.418611
27360,32.815556,-117.139444
27361,31.426667,-110.847777
27362,61.333333,-148.983333
27363,36.949444,-121.803611
27364,37.523611,-120.569723
27365,40.888055,-79.983889
27367,32.142222,-111.174445
27368,33.416389,-86.806944
27369,36.213889,-82.813889
27370,34.123056,-117.718889
27371,34.911389,-100.869167
27372,38.264722,-117.236389
27373,33.900278,-117.612222
27374,36.937777,-121.783056
27375,35.812222,-83.992777
27376,35.586389,-79.103889
27377,28.033333,-82.316667
27378,39.046111,-84.661944
27379,35.065,-101.879167
27380,36.083611,-78.367223
27381,28.867778,-82.574445
27382,30.371389,-104.016667
27383,32.542777,-95.708889
27384,30.1175,-93.223334
27385,24.55,-81.75
27386,45.822778,-115.436944
27387,42.557222,-92.400278
27388,33.871945,-84.311667
27391,40.099722,-104.701111
27392,34.131667,-117.4025
27393,38.146111,-120.648055
27394,42.114167,-87.901389
27395,26.633333,-80.15
27397,35.651944,-109.067223
27398,34.084444,-117.141111
27399,40.547222,-123.181667
27400,35.93,-81.184722
27401,33.220834,-92.813056
27402,40.420834,-93.598889
27403,48.629445,-94.726667
27404,38.376945,-121.9625
27405,32.815556,-117.139444
27406,47.256389,-121.965
27407,47.965,-117.431667
27408,41.21,-81.251389
27409,27.75,-82.2
27410,32.954722,-111.766945
27411,41.604722,-82.685555
27412,38.357222,-86.214722
27413,35.128334,-118.561111
27414,38.508889,-112.812778
27415,42.911111,-82.528889
27416,27.060278,-82.437777
27417,27.990278,-82.752222
27418,36.363889,-81.102778
27419,32.116111,-110.941111
27420,37.071389,-113.591944
27421,39.216945,-121.000278
27422,34.25,-118.5
27423,33.849444,-97.945277
27424,34.813889,-92
27425,60.966111,-149.125834
27426,33.173889,-84.033056
27427,43.630278,-111.927223
27428,38.365556,-85.738333
27429,19.956667,-155.330556
27430,33.416667,-112.366667
27431,39.4175,-77.374167
27432,33.691666,-112.066667
27433,41.650278,-106.529445
27434,36.682223,-76.601667
27435,39.615556,-78.760833
27436,36.623889,-119.683333
27437,38.570834,-90.156111
27439,41.812778,-85.439166
27440,59.508333,-139.661667
27441,60.533611,-165.113611
27442,38.804167,-76.068889
27445,42.927223,-72.865556
27446,33.460833,-111.728334
27447,34.111389,-117.687777
27448,33.951667,-117.445
27449,41.146111,-85.439166
27450,43.031667,-78.1675
27451,21.318611,-157.922223
27452,39.078334,-84.21
27453,40.354167,-79.93
27454,38.289722,-99.449722
27455,26.593055,-80.085
27456,44.128611,-87.680556
27457,46.131945,-122.988333
27458,45.199166,-89.716389
27459,28.221389,-82.374445
27460,41.608611,-79.741111
27461,36.217778,-95.651667
27462,30.883056,-98.779723
27463,40.961667,-80.677223
27464,42.220278,-71.943611
27465,38.125834,-87.416111
27466,40.150556,-122.252222
27467,31.3575,-100.496111
27468,32.116111,-110.941111
27469,36.476111,-82.413611
27470,47.280556,-122.830278
27472,47.268889,-122.566667
27473,38.5,-78.999722
27474,64.759167,-147.387777
27475,37.95,-120.55
27476,38.976389,-76.329723
27477,37.979723,-111.251944
27478,36.182223,-86.886666
27479,42.401944,-90.709444
27480,35.995,-113.8
27481,47.490277,-122.761111
27482,35.885555,-83.9575
27483,32.958056,-112.678056
27484,61.4,-149.512222
27485,46.445,-119.111667
27486,44.188889,-70.232778
27487,33.628056,-116.160278
27488,28.385,-82.448333
27489,37.885277,-110.068889
27490,29.102222,-81.321945
27491,27.887777,-97.354167
27492,32.166111,-81.383333
27493,40.801389,-80.160556
27494,46.683333,-123.825834
27495,42.938055,-123.992777
27496,37.178889,-87.156667
27497,39.908333,-105.116667
27498,37.183333,-93.133611
27499,38.806667,-94.956111
27500,62.975,-150.8
27501,46.886111,-117.093889
27502,37.221667,-120.311667
27503,39.908333,-105.116667
27504,44.473889,-121.847222
27505,40.389166,-75.290277
27506,45.449166,-98.421945
27507,45.776945,-11.153056
27508,45.931667,-89.268889
27510,42.234722,-85.551944
27511,33.9425,-81.121389
27512,35.152222,-118.016667
27513,32.365,-81.786389
27514,39.55,-102.211667
27515,39.4225,-84.523334
27516,34.847777,-82.35
27517,41.690277,-72.864722
27518,42.1575,-72.715556
27519,42.571667,-88.200278
27520,42.571667,-88.200278
27521,40.490277,-85.679167
27522,41.163333,-73.126111
27523,26.276667,-80.855556
27524,30.813611,-89.864444
27525,33.8175,-118.151389
27526,40.084722,-123.808056
27527,33.508333,-81.953889
27528,33.227778,-93.216667
27529,35.655,-105.141666
27531,44.697777,-92.864167
27532,47.912778,-122.266667
27533,24.556111,-81.759444
27534,36.9325,-111.833333
27535,40.039444,-105.225834
27536,34.574167,-114.363889
27537,27.91,-82.441666
27538,37.151667,-107.753333
27539,29.723334,-98.694722
27540,43.581389,-116.523056
27541,40.225,-105.266667
27542,31.6725,-89.172223
27543,38.915278,-121.352222
27544,62.5,-151.5
27545,61.124167,-146.352222
27546,30.684722,-95.017223
27547,35.035,-85.203611
27548,40.079723,-83.072778
27549,33.3325,-83.726945
27550,41.874167,-71.016389
27551,33.951667,-117.445
27552,33.688055,-112.0825
27553,38.611111,-94.342222
27554,30.468611,-87.541389
27555,33.131945,-97.014167
27556,59.352222,-151.925278
27557,31.338889,-98.609444
27558,28.186111,-82.621945
27559,41.989444,-88.101389
27560,40.239444,-75.556667
27561,42.105833,-71.175
27562,39.57,-104.849166
27563,40.850833,-72.876389
27564,45.827778,-122.576111
27565,37.396111,-87.235277
27566,34.883333,-112.466667
27567,35.583333,-114.05
27568,38.608333,-94.347777
27569,39.368334,-94.914722
27570,41.643611,-81.414722
27571,47.695277,-114.185833
27572,58.185555,-157.385555
27573,46.794444,-122.777223
27574,46.794444,-122.777223
27575,26.001389,-80.235833
27576,44.9,-68.75
27577,45.003611,-122.333611
27578,44.861667,-93.032778
27579,57.486666,-156.735
27580,33.922778,-118.335
27582,33.254444,-97.580556
27583,38.169723,-102.688611
27584,40.941111,-80.3475
27585,61.213611,-149.844444
27586,41.634722,-87.980834
27587,45.8525,-123.238889
27588,42.267223,-71.875556
27589,61.213611,-149.844444
27590,38.508889,-122.812778
27591,33.811667,-78.723889
27592,38.954722,-121.081667
27593,35.650556,-112.147777
27594,32.741389,-96.524723
27595,33.551389,-102.37
27596,43.663056,-84.261389
27597,44.079723,-93.165278
27598,39.000278,-119.751111
27599,60.573056,-151.245
27600,40.499444,-75.782778
27601,41.869445,-84.074723
27602,43.110278,-88.034444
27603,37.65,-97.433056
27604,34.556389,-92.606667
27605,41.148889,-111.766389
27606,45.247777,-92.994444
27607,47.659722,-99.661111
27608,34.650278,-86.945
27609,59.066667,-158.7
27610,26.800278,-81.485
27611,41.331389,-82.100278
27612,32.29,-106.921667
27613,40.883333,-74.166667
27614,47.484722,-97.074723
27615,36.400833,-87.991666
27616,35.542777,-84.389444
27617,34.861389,-86.557222
27618,61.95,-151.183333
27620,44.083333,-121.201111
27621,33.330834,-96.706389
27622,43.713611,-84.707778
27623,39.196944,-119.716667
27624,34.618334,-84.530556
27625,34.013056,-84.598333
27626,38.323334,-88.858611
27627,61.213611,-149.844444
27628,41.736111,-72.65
27629,40.735277,-98.571667
27630,40.481667,-111.428611
27631,42.476389,-79.423889
27632,39.840277,-83.84
27633,45.778056,-111.1575
27634,29.336944,-98.471111
27635,35.673056,-82.466389
27636,33.526945,-112.295277
27637,39.935277,-86.045
27638,38.976389,-76.329723
27639,41.330278,-86.664722
27640,36.133611,-80.216945
27641,43.646111,-70.308611
27642,41.150833,-106.4525
27643,45.623334,-115.32
27644,40.260278,-75.670834
27645,40.5725,-73.918334
27646,41.727778,-77.396389
27647,42.290555,-71.95
27648,38.051389,-103.843889
27650,41.285277,-105.668056
27651,42.830278,-90.680834
27652,34.5175,-114.418056
27653,35.59,-90.913611
27654,30.611667,-81.462222
27655,59.411667,-139.504167
27656,34.381389,-91.958333
27657,43.163056,-93.341111
27658,26.1525,-81.775
27659,32.75,-80.666667
27660,62.166667,-150.55
