,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude
27673,28,7,1982,HUGHES,Destroyed,Helicopter,1,Turbo Shaft,VMC,Takeoff,1.0,1.0,0.0,Fatal,1,0.0,0.0
27674,29,7,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27675,29,7,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27676,2,8,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27677,4,8,1982,HUGHES,Destroyed,Helicopter,1,Turbo Shaft,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27678,7,8,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27679,8,8,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27680,12,8,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27681,13,8,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27682,21,8,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27683,24,8,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27684,28,8,1982,HUGHES,Destroyed,Helicopter,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27685,28,8,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27686,1,9,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,IMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27687,13,9,1982,HUGHES,Destroyed,Helicopter,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27688,18,9,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27689,19,9,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27690,4,10,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27691,20,10,1982,HUGHES,Destroyed,Helicopter,1,Turbo Shaft,VMC,Maneuvering,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
27692,22,10,1982,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27693,15,12,1982,HUGHES,Substantial,Helicopter,1,Turbo Shaft,IMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27694,15,2,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27695,21,2,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27696,28,2,1983,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
27697,18,3,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27698,25,3,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27699,16,4,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27700,17,4,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27701,21,4,1983,HUGHES,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27702,28,4,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27703,29,4,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27704,12,6,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
27705,30,6,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27706,9,7,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27707,15,7,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27708,20,7,1983,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,1.0,0.0,Fatal,1,0.0,0.0
27709,29,7,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27710,1,8,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
27711,5,8,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27712,10,8,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27713,12,8,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27714,18,8,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Standing,1.0,0.0,3.0,Fatal,1,0.0,0.0
27715,30,8,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27716,1,9,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27717,4,9,1983,HUGHES,Destroyed,,1,Turbo Shaft,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
27718,9,9,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27719,12,9,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27720,13,9,1983,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27721,24,9,1983,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27722,25,9,1983,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27723,27,9,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27724,30,9,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27725,30,9,1983,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27726,17,11,1983,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27727,27,11,1983,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27728,6,1,1984,HUGHES,Substantial,,1,Reciprocating,IMC,Climb,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27729,26,1,1984,HUGHES,Substantial,Helicopter,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27730,4,2,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27731,8,2,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27732,19,3,1984,HUGHES,Substantial,,1,Reciprocating,IMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27733,7,4,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27734,14,4,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27735,17,4,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27736,28,4,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27737,2,5,1984,HUGHES,Substantial,,1,Turbo Shaft,IMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27738,2,5,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
27739,13,5,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27740,20,5,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27741,25,5,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27742,27,5,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,1.0,4.0,0.0,Fatal,1,0.0,0.0
27743,7,6,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27744,13,6,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27745,13,6,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27746,16,6,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Standing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27747,21,6,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27748,28,6,1984,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
27749,29,6,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27750,2,7,1984,HUGHES,Destroyed,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27751,3,7,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27752,9,7,1984,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Climb,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
27753,18,7,1984,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0
27754,21,7,1984,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27755,12,8,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
27756,19,8,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0
27757,25,8,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27758,29,8,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27759,30,8,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27760,23,9,1984,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27761,17,10,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Standing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27762,29,10,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27763,30,10,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27764,9,11,1984,HUGHES,Minor,,1,Reciprocating,VMC,Standing,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
27765,13,11,1984,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27766,13,11,1984,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
27767,16,11,1984,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27768,29,11,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27769,8,12,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27770,8,12,1984,HUGHES,Substantial,,1,Turbo Shaft,IMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27771,13,12,1984,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27772,13,12,1984,HUGHES,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27773,4,1,1985,HUGHES,Minor,,1,Turbo Shaft,VMC,Standing,1.0,0.0,2.0,Fatal,1,0.0,0.0
27774,16,1,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27775,18,1,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Standing,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
27776,21,1,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27777,4,2,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27778,5,2,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
27779,14,2,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27780,2,3,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Descent,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27781,9,3,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27782,15,3,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
27783,20,3,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Standing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27784,26,3,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27785,5,5,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
27786,8,5,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27787,15,5,1985,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27788,25,5,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27789,26,5,1985,HUGHES,Destroyed,,1,Reciprocating,VMC,Taxi,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27790,29,5,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27791,30,5,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27792,7,6,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27793,8,6,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27794,8,6,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27795,9,6,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27796,18,6,1985,HUGHES,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27797,6,7,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Approach,4.0,1.0,0.0,Fatal,4,0.0,0.0
27798,10,7,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27799,15,7,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27800,16,7,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27801,6,8,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27802,10,8,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,1.0,1.0,0.0,Fatal,1,0.0,0.0
27803,10,8,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27804,18,8,1985,HUGHES,Substantial,Helicopter,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27805,19,9,1985,HUGHES,Minor,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27806,24,9,1985,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27807,28,9,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27808,10,10,1985,HUGHES,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27809,21,10,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27810,4,11,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27811,8,11,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27812,19,11,1985,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27813,24,11,1985,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27814,18,12,1985,HUGHES,Destroyed,,1,Reciprocating,VMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27815,8,1,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27816,4,2,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27817,12,2,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27818,7,3,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
27819,9,3,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
27820,29,3,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27821,12,4,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27822,23,4,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27823,23,4,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
27824,4,5,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27825,28,5,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
27826,28,5,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27827,16,6,1986,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,2.0,1.0,0.0,Fatal,2,0.0,0.0
27828,6,7,1986,HUGHES,Substantial,,1,Turbo Shaft,IMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27829,20,7,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Descent,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27830,25,7,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27831,8,8,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
27832,10,8,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27833,11,8,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27834,20,8,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27835,6,9,1986,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27836,6,9,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27837,11,9,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27838,26,9,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27839,7,10,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27840,10,10,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27841,22,10,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27842,24,10,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Taxi,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27843,26,10,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27844,13,11,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27845,19,11,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27846,25,11,1986,HUGHES,Substantial,,1,Turbo Shaft,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27847,9,12,1986,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
27848,10,12,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
27849,10,12,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27850,14,12,1986,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27851,28,12,1986,HUGHES,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27852,18,1,1987,HUGHES,Substantial,,1,Turbo Shaft,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27853,28,1,1987,HUGHES,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27854,8,2,1987,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Takeoff,1.0,4.0,0.0,Fatal,1,0.0,0.0
27855,13,2,1987,HUGHES,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
27856,20,2,1987,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27857,10,3,1987,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
27858,12,3,1987,HUGHES,Substantial,,1,Turbo Shaft,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27859,17,3,1987,HUGHES,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
27860,3,4,1987,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27861,11,4,1987,HUGHES,Substantial,,1,Turbo Shaft,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27862,11,4,1987,HUGHES,Substantial,,1,Turbo Shaft,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
27863,11,4,1987,HUGHES,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
27864,26,4,1987,HUGHES,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
27865,29,4,1987,HUGHES,Destroyed,,1,Turbo Shaft,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
