,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude
0,1,1,1982,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
1,2,1,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
2,6,1,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Climb,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
3,7,1,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
4,12,1,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Descent,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
5,13,1,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
6,15,1,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
7,17,1,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
8,18,1,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Descent,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
9,19,1,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
10,20,1,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
11,23,1,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
12,31,1,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
13,1,2,1982,BEECH,Destroyed,Airplane,2,Turbo Prop,IMC,Approach,0.0,7.0,0.0,Non-Fatal,0,0.0,0.0
14,8,2,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
15,9,2,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
16,10,2,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
17,13,2,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
18,15,2,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
19,16,2,1982,BEECH,Substantial,Airplane,2,Turbo Prop,IMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
20,18,2,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
21,19,2,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
22,20,2,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
23,24,2,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,1.0,0.0,0.0,Fatal,1,0.0,0.0
24,25,2,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
25,25,2,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
26,27,2,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Approach,1.0,0.0,0.0,Fatal,1,0.0,0.0
27,2,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Climb,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
28,4,3,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
29,5,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
30,5,3,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
31,9,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
32,11,3,1982,BEECH,Minor,Airplane,2,Reciprocating,IMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
33,11,3,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
34,12,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
35,12,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
36,13,3,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
37,14,3,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Climb,1.0,0.0,0.0,Fatal,1,0.0,0.0
38,14,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
39,16,3,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
40,16,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Landing,1.0,0.0,0.0,Fatal,1,30.757778,-88.355555
41,19,3,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,3.0,0.0,0.0,Fatal,3,0.0,0.0
42,20,3,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
43,23,3,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
44,25,3,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,1.0,3.0,Non-Fatal,0,0.0,0.0
45,26,3,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Cruise,6.0,0.0,0.0,Fatal,6,0.0,0.0
46,27,3,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
47,30,3,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
48,2,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
49,3,4,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
50,3,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
51,3,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
52,4,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,3.0,1.0,0.0,Fatal,3,0.0,0.0
53,4,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
54,6,4,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0
55,7,4,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
56,8,4,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,9.0,Non-Fatal,0,0.0,0.0
57,16,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
58,17,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
59,17,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
60,18,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
61,18,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
62,21,4,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
63,23,4,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
64,24,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0
65,24,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
66,24,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
67,25,4,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
68,25,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
69,26,4,1982,BEECH,Substantial,Airplane,2,Turbo Prop,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
70,27,4,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
71,28,4,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0
72,28,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
73,29,4,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
74,1,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
75,1,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
76,2,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
77,2,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
78,2,5,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
79,5,5,1982,BEECH,Destroyed,Airplane,2,Turbo Prop,VMC,Cruise,7.0,0.0,0.0,Fatal,7,0.0,0.0
80,8,5,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0
81,9,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Descent,0.0,5.0,0.0,Non-Fatal,0,0.0,0.0
82,9,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
83,10,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
84,11,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
85,15,5,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
86,15,5,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
87,16,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
88,17,5,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
89,18,5,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
90,22,5,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,3.0,0.0,0.0,Fatal,3,0.0,0.0
91,22,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
92,23,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
93,25,5,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
94,26,5,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
95,28,5,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Go-around,5.0,0.0,0.0,Fatal,5,0.0,0.0
96,31,5,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
97,3,6,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Climb,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
98,4,6,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
99,6,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
100,6,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
101,7,6,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
102,8,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
103,11,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Go-around,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
104,12,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
105,13,6,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Landing,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
106,14,6,1982,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
107,15,6,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Descent,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
108,17,6,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
109,18,6,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
110,18,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
111,19,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
112,21,6,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Descent,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
113,24,6,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Maneuvering,6.0,0.0,0.0,Fatal,6,0.0,0.0
114,25,6,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
115,26,6,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
116,28,6,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Descent,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
117,30,6,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
118,2,7,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
119,3,7,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
120,5,7,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
121,5,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
122,5,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
123,7,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
124,9,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
125,10,7,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Landing,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
126,13,7,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
127,13,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
128,15,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
129,15,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
130,17,7,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
131,18,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
132,18,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
133,18,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
134,18,7,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
135,18,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,6.0,Non-Fatal,0,0.0,0.0
136,18,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
137,20,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
138,21,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
139,24,7,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
140,24,7,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
141,25,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
142,28,7,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
143,28,7,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
144,29,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
145,30,7,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
146,31,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Go-around,1.0,2.0,0.0,Fatal,1,0.0,0.0
147,31,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
148,31,7,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
149,1,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
150,4,8,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,2.0,1.0,0.0,Fatal,2,0.0,0.0
151,4,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
152,5,8,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
153,6,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
154,6,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
155,10,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
156,12,8,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
157,12,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
158,12,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
159,12,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
160,13,8,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
161,13,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
162,15,8,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Approach,3.0,0.0,0.0,Fatal,3,0.0,0.0
163,15,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
164,17,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
165,20,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
166,21,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
167,29,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
168,30,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
169,30,8,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
170,30,8,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
171,1,9,1982,BEECH,Minor,Airplane,2,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
172,2,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
173,3,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
174,3,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
175,5,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
176,6,9,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
177,8,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
178,9,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
179,11,9,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Go-around,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
180,11,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
181,12,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
182,17,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Descent,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
183,17,9,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Cruise,2.0,0.0,1.0,Fatal,2,0.0,0.0
184,17,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
185,19,9,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
186,22,9,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
187,24,9,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,1.0,4.0,0.0,Fatal,1,0.0,0.0
188,29,9,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
189,1,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
190,2,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
191,3,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Maneuvering,3.0,0.0,0.0,Fatal,3,0.0,0.0
192,3,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Maneuvering,5.0,0.0,0.0,Fatal,5,0.0,0.0
193,3,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
