,Make,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
0,1,2,1,1,1,9
1,1,3,1,1,2,5
2,1,2,1,1,1,4
3,1,2,1,1,1,8
4,1,2,1,1,2,6
5,1,2,1,1,1,3
6,1,2,2,1,1,9
7,1,3,2,1,1,3
8,1,3,1,1,1,6
9,1,3,1,1,2,7
10,1,3,2,1,2,5
11,1,3,1,1,2,5
12,1,2,1,1,2,5
13,1,3,2,4,2,8
14,1,2,1,1,1,3
15,1,3,1,1,1,7
16,1,3,2,1,2,5
17,1,3,1,1,1,5
18,1,2,1,1,1,8
19,1,2,2,4,2,5
20,1,3,1,1,1,5
21,1,2,2,1,2,8
22,1,2,2,1,1,3
23,1,3,2,1,1,3
24,1,2,1,1,1,9
25,1,2,2,1,2,8
26,1,3,1,1,1,8
27,1,2,1,1,1,4
28,1,3,1,1,1,7
29,1,2,1,1,1,9
30,1,2,2,1,1,9
31,1,2,1,1,1,7
32,1,1,2,1,2,2
33,1,2,2,1,1,9
34,1,2,1,1,1,9
35,1,2,1,1,1,8
36,1,2,2,4,1,9
37,1,3,2,1,1,4
38,1,2,1,1,1,3
39,1,3,2,1,1,5
40,1,2,1,1,2,9
41,1,3,1,1,1,7
42,1,2,1,1,1,2
43,1,2,2,4,1,9
44,1,2,2,1,1,9
45,1,3,2,1,1,5
46,1,2,2,1,1,9
47,1,3,1,1,1,5
48,1,3,1,1,2,5
49,1,3,2,1,1,3
50,1,3,1,1,2,5
51,1,2,1,1,1,9
52,1,3,1,1,1,3
53,1,2,1,1,1,9
54,1,3,2,1,2,4
55,1,2,2,4,1,9
56,1,2,2,1,1,5
57,1,2,1,1,1,5
58,1,2,1,1,1,8
59,1,2,1,1,1,3
60,1,3,1,1,1,1
61,1,2,1,1,1,8
62,1,3,2,1,1,7
63,1,2,2,1,1,5
64,1,3,1,1,1,6
65,1,2,1,1,1,9
66,1,2,1,1,1,9
67,1,2,2,1,1,3
68,1,2,1,1,1,3
69,1,2,2,4,2,9
70,1,3,1,1,1,3
71,1,3,2,1,1,4
72,1,2,1,1,1,5
73,1,2,1,1,1,5
74,1,2,1,1,1,8
75,1,2,1,1,1,5
76,1,2,1,1,1,9
77,1,2,1,1,1,5
78,1,2,2,1,1,9
79,1,3,2,4,1,5
80,1,3,1,1,2,6
81,1,2,1,1,1,6
82,1,2,1,1,1,5
83,1,2,1,1,1,3
84,1,2,1,1,1,2
85,1,3,1,1,1,5
86,1,3,2,1,1,5
87,1,2,1,1,1,9
88,1,3,1,1,1,5
89,1,3,1,1,1,9
90,1,3,1,1,2,5
91,1,2,1,1,1,3
92,1,2,1,1,1,9
93,1,2,2,1,2,9
94,1,2,2,1,1,9
95,1,3,2,1,2,10
96,1,2,1,1,1,8
97,1,2,2,1,1,4
98,1,2,2,4,1,3
99,1,2,1,1,1,9
100,1,2,1,1,1,9
101,1,3,1,1,1,3
102,1,2,1,1,1,8
103,1,2,1,1,1,10
104,1,2,1,1,1,8
105,1,3,2,1,1,9
106,1,2,1,1,1,9
107,1,3,1,1,1,6
108,1,3,1,1,1,9
109,1,3,2,1,1,3
110,1,2,1,1,1,9
111,1,2,1,1,1,8
112,1,3,2,1,1,6
113,1,3,1,1,2,7
114,1,3,2,1,1,9
115,1,2,2,1,1,5
116,1,2,1,1,1,6
117,1,2,2,1,1,9
118,1,3,1,1,2,5
119,1,2,2,1,1,9
120,1,3,2,1,1,3
121,1,2,1,1,1,5
122,1,2,1,1,1,5
123,1,2,1,1,1,2
124,1,2,1,1,1,9
125,1,3,1,1,1,9
126,1,2,2,1,1,9
127,1,2,1,1,1,9
128,1,2,1,1,1,9
129,1,2,1,1,1,8
130,1,3,2,1,1,9
131,1,2,1,1,1,9
132,1,2,1,1,1,9
133,1,2,1,1,1,3
134,1,2,2,1,1,3
135,1,2,1,1,1,2
136,1,2,1,1,1,9
137,1,2,1,1,1,2
138,1,2,1,1,1,9
139,1,3,1,1,1,3
140,1,2,2,1,1,3
141,1,2,1,1,1,9
142,1,2,2,1,1,9
143,1,2,2,4,1,9
144,1,2,1,1,1,3
145,1,3,1,1,1,7
146,1,2,1,1,1,10
147,1,2,1,1,1,9
148,1,2,1,1,1,3
149,1,2,1,1,1,3
150,1,3,2,1,1,3
151,1,2,1,1,1,9
152,1,2,2,4,1,9
153,1,2,2,1,1,9
154,1,2,1,1,1,9
155,1,2,2,1,1,8
156,1,3,1,1,1,3
157,1,2,2,1,1,9
158,1,2,1,1,1,9
159,1,2,2,1,1,9
160,1,3,2,1,1,5
161,1,2,1,1,1,3
162,1,3,1,1,1,8
163,1,2,2,1,1,9
164,1,2,2,1,1,9
165,1,2,1,1,1,9
166,1,2,1,1,1,5
167,1,2,1,1,1,9
168,1,2,1,1,1,9
169,1,2,1,1,1,9
170,1,2,2,1,1,3
171,1,1,2,1,1,8
172,1,2,2,1,1,9
173,1,2,2,1,1,9
174,1,2,1,1,1,9
175,1,2,1,1,1,3
176,1,3,1,1,1,3
177,1,2,1,1,1,5
178,1,2,1,1,1,3
179,1,3,1,1,1,10
180,1,2,1,1,1,3
181,1,2,1,1,1,9
182,1,2,1,1,1,6
183,1,2,2,4,1,5
184,1,2,2,1,1,3
185,1,2,1,1,1,8
186,1,3,1,1,2,9
187,1,3,2,1,1,3
188,1,2,2,1,1,5
189,1,2,1,1,1,9
190,1,2,1,1,1,9
191,1,3,2,1,1,7
192,1,3,2,1,1,7
193,1,2,1,1,1,3
194,1,2,1,1,1,5
195,1,3,1,1,2,3
196,1,2,2,1,1,9
197,1,2,1,1,1,3
198,1,2,2,1,1,5
199,1,2,1,1,1,9
200,1,2,1,1,1,2
201,1,2,1,1,1,8
202,1,3,1,1,1,6
203,1,2,1,1,1,2
204,1,2,1,1,1,3
205,1,2,2,1,1,9
206,1,3,2,1,1,3
207,1,3,2,1,2,9
208,1,2,1,1,1,3
209,1,2,1,1,1,7
210,1,2,1,1,1,9
211,1,3,1,1,1,5
212,1,2,2,4,1,2
213,1,2,1,1,1,9
214,1,2,2,1,1,3
215,1,2,1,1,1,5
216,1,2,1,1,1,3
217,1,2,1,1,1,3
218,1,2,1,1,1,8
219,1,2,2,1,2,9
220,1,3,2,1,2,3
221,1,2,1,1,1,9
222,1,3,1,1,2,5
223,1,3,1,1,2,7
224,1,3,1,1,2,5
225,1,3,1,1,1,4
226,1,2,2,1,1,3
227,1,2,1,1,2,5
228,1,2,1,1,2,10
229,1,3,1,1,1,7
230,1,3,1,1,1,5
231,1,2,2,1,2,3
232,1,2,1,1,1,9
233,1,2,1,1,1,5
234,1,2,1,1,1,8
235,1,2,1,1,1,9
236,1,2,2,1,2,5
237,1,2,1,1,1,3
238,1,2,1,1,1,3
239,1,3,1,1,1,3
240,1,2,1,1,1,8
241,1,3,2,1,1,5
242,1,2,2,4,1,5
243,1,2,1,1,1,3
244,1,1,2,4,1,1
245,1,2,2,1,2,9
246,1,2,2,4,1,9
247,1,2,2,1,1,8
248,1,2,2,1,2,9
249,1,3,2,1,1,8
250,1,2,2,1,1,9
251,1,2,2,1,1,9
252,1,2,2,1,1,9
253,1,3,2,1,2,5
254,1,2,1,1,1,8
255,1,3,1,1,2,5
256,1,2,2,1,1,3
257,1,2,1,1,1,8
258,1,2,1,1,2,1
259,1,3,1,1,2,8
260,1,2,2,1,1,1
261,1,3,1,1,2,5
262,1,2,2,1,2,9
263,1,2,1,1,1,8
264,1,3,2,1,2,5
265,1,2,1,1,1,9
266,1,3,1,1,1,7
267,1,3,1,1,1,8
268,1,3,1,1,1,9
269,1,2,1,1,1,8
270,1,2,1,1,2,5
271,1,2,2,1,1,9
272,1,1,2,1,1,2
273,1,2,2,1,1,5
274,1,2,1,1,1,5
275,1,3,1,1,2,5
276,1,3,1,1,1,8
277,1,2,1,1,1,9
278,1,2,1,1,1,8
279,1,2,2,1,1,9
280,1,2,1,1,1,3
281,1,3,1,1,2,5
282,1,2,1,1,1,2
283,1,2,1,1,1,9
284,1,2,2,1,2,9
285,1,3,2,1,1,3
286,1,3,1,1,1,10
287,1,2,2,1,1,3
288,1,3,1,1,1,8
289,1,2,1,1,1,3
290,1,2,1,1,1,9
291,1,2,2,4,1,9
292,1,2,2,1,1,8
293,1,3,1,1,1,9
294,1,2,1,1,1,3
295,1,2,1,1,1,9
296,1,3,1,1,1,8
297,1,3,2,1,1,3
298,1,3,1,1,1,3
299,1,2,1,1,1,3
300,1,3,1,1,1,5
301,1,2,2,1,1,2
302,1,2,1,1,1,8
303,1,2,2,1,2,5
304,1,2,1,1,1,10
305,1,2,2,1,1,9
306,1,2,1,1,1,3
307,1,2,2,1,1,9
308,1,2,2,1,2,8
309,1,2,2,1,2,5
310,1,2,2,1,2,4
311,1,3,1,1,1,9
312,1,2,1,1,1,8
313,1,3,1,1,1,7
314,1,3,1,1,1,5
315,1,3,1,1,1,5
316,1,2,1,1,1,9
317,1,3,1,1,2,8
318,1,3,1,1,1,8
319,1,2,2,1,1,9
320,1,3,1,1,1,10
321,1,2,1,1,1,8
322,1,2,2,1,1,9
323,1,2,2,1,1,3
324,1,3,1,1,1,3
325,1,3,2,1,2,4
326,1,3,1,1,1,7
327,1,2,1,1,1,9
328,1,3,2,1,1,5
329,1,3,1,1,1,5
330,1,2,1,1,1,9
331,1,2,2,1,2,8
332,1,2,2,1,1,8
333,1,2,2,1,1,9
334,1,2,1,1,1,3
335,1,2,1,1,1,8
336,1,2,1,1,1,9
337,1,2,1,1,1,9
338,1,3,1,1,1,10
339,1,3,2,3,1,3
340,1,3,2,1,2,5
341,1,3,1,1,1,8
342,1,2,2,1,1,9
343,1,2,1,1,1,9
344,1,2,1,1,1,9
345,1,2,2,1,1,2
346,1,3,1,1,1,3
347,1,2,1,1,1,9
348,1,3,1,1,1,5
349,1,2,1,1,2,8
350,1,3,1,1,1,7
351,1,2,2,1,1,2
352,1,2,2,1,1,1
353,1,3,1,1,1,5
354,1,2,2,1,1,9
355,1,2,2,4,1,9
356,1,2,1,1,1,8
357,1,3,1,1,2,5
358,1,2,1,1,1,5
359,1,2,2,1,1,8
360,1,3,1,1,2,3
361,1,2,1,1,1,3
362,1,2,1,1,1,9
363,1,2,2,1,1,9
364,1,2,1,1,1,3
365,1,3,2,1,1,3
366,1,2,1,1,1,9
367,1,2,1,1,1,9
368,1,3,1,1,1,3
369,1,2,1,1,1,3
370,1,2,1,1,1,8
371,1,2,1,1,1,9
372,1,2,1,1,1,3
373,1,2,1,1,1,9
374,1,3,2,1,1,8
375,1,3,2,1,1,7
376,1,3,2,1,1,3
377,1,3,2,1,1,3
378,1,2,1,1,1,8
379,1,2,2,1,1,3
380,1,2,1,1,2,5
381,1,3,2,1,1,3
382,1,2,1,1,1,3
383,1,2,2,4,1,9
384,1,2,1,1,1,9
385,1,2,1,1,1,3
386,1,2,1,1,1,9
387,1,3,1,1,1,3
388,1,3,2,1,1,8
389,1,3,2,1,1,9
390,1,2,1,1,1,8
391,1,2,2,1,2,3
392,1,3,2,1,2,5
393,1,2,2,1,1,9
394,1,2,1,1,1,9
395,1,2,1,1,1,5
396,1,2,1,1,1,9
397,1,3,1,1,1,4
398,1,2,1,1,1,3
399,1,2,1,1,1,9
400,1,2,2,1,1,9
401,1,2,1,1,1,5
402,1,2,2,1,1,3
403,1,2,2,1,1,9
404,1,2,1,1,1,3
405,1,2,2,1,1,9
406,1,2,1,1,2,3
407,1,2,2,1,1,7
408,1,2,1,1,1,9
409,1,2,1,1,1,5
410,1,2,1,1,1,5
411,1,2,1,1,1,3
412,1,2,1,1,1,4
413,1,3,2,1,1,3
414,1,3,2,4,2,4
415,1,2,2,1,1,3
416,1,2,2,1,1,9
417,1,3,1,1,1,3
418,1,2,1,1,1,3
419,1,2,2,1,1,9
420,1,3,2,1,2,8
421,1,2,2,1,1,1
422,1,2,2,1,1,5
423,1,2,1,1,1,9
424,1,2,1,1,1,4
425,1,2,1,1,1,9
426,1,2,1,1,1,9
427,1,2,1,1,1,9
428,1,3,1,1,1,5
429,1,2,1,1,1,8
430,1,3,2,1,1,7
431,1,3,2,1,2,5
432,1,3,1,1,1,4
433,1,2,1,1,1,5
434,1,2,1,1,1,1
435,1,3,2,4,1,10
436,1,3,1,1,1,3
437,1,3,1,1,2,8
438,1,3,1,1,2,5
439,1,3,2,4,2,8
440,1,2,1,1,1,9
441,1,2,2,1,2,9
442,1,3,2,1,1,7
443,1,2,1,1,1,1
444,1,2,1,1,2,5
445,1,2,1,1,1,9
446,1,3,1,1,1,7
447,1,2,1,1,1,5
448,1,2,2,4,2,8
449,1,3,1,1,1,3
450,1,2,1,1,2,5
451,1,3,1,1,1,8
452,1,3,1,1,2,5
453,1,2,2,4,2,9
454,1,3,1,1,1,4
455,1,3,2,1,1,5
456,1,3,1,1,2,5
457,1,3,1,1,1,3
458,1,2,1,1,1,5
459,1,2,1,1,1,5
460,1,2,2,1,1,3
461,1,2,2,4,2,2
462,1,2,2,4,1,9
463,1,2,1,1,1,8
464,1,2,1,1,1,9
465,1,2,1,1,1,5
466,1,2,1,1,1,7
467,1,2,1,1,1,8
468,1,2,2,1,1,9
469,1,2,2,1,1,9
470,1,2,1,1,1,3
471,1,2,2,1,1,5
472,1,3,1,1,1,6
473,1,3,1,1,1,5
474,1,3,1,1,1,5
475,1,2,2,4,1,9
476,1,2,1,1,1,3
477,1,2,2,1,1,9
478,1,3,2,1,2,8
479,1,2,1,1,1,9
480,1,3,1,1,2,8
481,1,2,2,1,1,9
482,1,2,1,1,1,9
483,1,3,1,1,2,5
484,1,2,2,1,1,9
485,1,2,1,1,1,8
486,1,2,2,1,1,9
487,1,2,1,1,1,4
488,1,3,2,1,1,8
489,1,3,1,1,2,5
490,1,2,1,1,1,3
491,1,3,1,1,1,9
492,1,2,2,1,1,3
493,1,2,1,1,2,8
494,1,2,2,4,1,5
495,1,2,2,4,2,3
496,1,2,2,4,1,9
497,1,2,1,1,1,9
498,1,2,2,1,1,3
499,1,2,1,1,1,3
500,1,2,2,1,1,9
501,1,2,1,1,1,8
502,1,3,2,1,2,3
503,1,3,1,1,2,5
504,1,3,1,1,1,3
505,1,2,1,1,1,3
506,1,2,2,4,1,3
507,1,2,1,1,1,9
508,1,2,1,1,1,9
509,1,2,2,1,1,9
510,1,3,1,1,1,5
511,1,2,1,1,1,8
512,1,1,2,1,1,4
513,1,3,2,1,2,6
514,1,2,2,1,1,4
515,1,2,1,1,1,5
516,1,3,1,1,2,8
517,1,2,2,1,1,9
518,1,2,1,1,1,8
519,1,3,2,1,1,5
520,1,3,1,1,1,5
521,1,2,1,1,1,9
522,1,2,1,1,1,9
523,1,2,1,1,1,3
524,1,2,2,1,1,9
525,1,3,1,1,1,9
526,1,2,1,1,1,3
527,1,2,1,1,1,9
528,1,3,1,1,1,7
529,1,3,1,1,1,3
530,1,2,1,1,1,8
531,1,3,1,1,1,8
532,1,3,1,1,1,3
533,1,2,1,1,1,5
534,1,2,2,1,1,8
535,1,3,2,1,1,3
536,1,2,1,1,1,9
537,1,2,1,1,1,9
538,1,2,2,1,1,9
539,1,2,1,1,1,9
540,1,2,1,1,1,9
541,1,2,1,1,1,4
542,1,3,1,1,1,3
543,1,3,1,1,1,4
544,1,3,1,1,1,7
545,1,2,1,1,1,9
546,1,3,1,1,2,5
547,1,3,1,1,1,5
548,1,2,1,1,1,3
549,1,2,1,1,2,5
550,1,2,1,1,1,3
551,1,3,2,1,1,5
552,1,2,1,1,1,5
553,1,2,2,1,1,9
554,1,2,1,1,1,9
555,1,2,1,1,1,3
556,1,3,1,1,1,5
557,1,2,1,1,1,9
558,1,3,1,1,1,9
559,1,3,1,1,1,3
560,1,2,1,1,1,9
561,1,3,2,1,1,3
562,1,2,2,1,1,6
563,1,3,2,1,1,6
564,1,2,2,1,1,8
565,1,2,1,1,1,9
566,1,3,1,1,1,9
567,1,2,2,4,1,5
568,1,2,1,1,1,5
569,1,3,2,1,1,3
570,1,2,2,1,1,9
571,1,2,2,1,1,9
572,1,2,2,1,1,3
573,1,2,1,1,1,7
574,1,2,1,1,1,7
575,1,2,1,1,1,9
576,1,3,1,1,2,5
577,1,3,1,1,1,9
578,1,2,2,1,1,9
579,1,2,2,1,1,3
580,1,2,1,1,1,9
581,1,2,2,1,1,9
582,1,2,2,1,1,9
583,1,2,1,1,1,5
584,1,3,1,1,2,4
585,1,2,1,1,1,3
586,1,2,1,1,1,5
587,1,3,2,4,1,4
588,1,2,1,1,1,1
589,1,2,1,1,1,3
590,1,2,1,1,1,10
591,1,3,1,1,1,3
592,1,2,2,1,1,3
593,1,2,1,1,1,9
594,1,2,1,1,1,2
595,1,2,1,1,1,9
596,1,2,2,1,1,9
597,1,2,1,1,1,3
598,1,2,1,1,1,5
599,1,2,2,1,1,9
600,1,2,1,1,1,4
601,1,3,2,1,1,5
602,1,3,1,1,2,8
603,1,2,1,1,1,1
604,1,2,1,1,1,9
605,1,3,2,1,2,8
606,1,3,1,1,1,5
607,1,2,1,1,1,5
608,1,2,1,1,1,9
609,1,3,1,1,1,3
610,1,2,1,1,1,9
611,1,3,1,1,1,5
612,1,3,2,1,1,3
613,1,2,2,1,1,5
614,1,2,1,1,1,9
615,1,2,2,1,1,9
616,1,3,1,1,2,7
617,1,2,1,1,1,5
618,1,3,2,1,2,10
619,1,2,1,1,1,10
620,1,2,2,1,1,3
621,1,2,2,1,1,5
622,1,3,2,1,2,9
623,1,2,1,1,1,8
624,1,2,2,1,1,9
625,1,2,2,1,1,9
626,1,3,2,1,1,3
627,1,2,2,1,1,7
628,1,3,1,1,2,8
629,1,2,2,1,2,8
630,1,2,2,1,1,2
631,1,3,1,1,1,7
632,1,2,2,1,1,9
633,1,2,1,1,1,8
634,1,3,1,1,1,6
635,1,3,1,1,1,5
636,1,2,1,1,1,8
637,1,3,1,1,2,5
638,1,2,1,1,2,6
639,1,3,2,1,2,8
640,1,3,1,1,2,6
641,1,2,1,1,1,2
642,1,2,2,1,1,9
643,1,2,1,1,1,5
644,1,2,1,1,1,5
645,1,2,2,1,1,5
646,1,2,2,1,2,9
647,1,2,2,1,2,5
648,1,2,1,1,1,3
649,1,3,2,1,2,8
650,1,2,2,4,2,9
651,1,3,1,1,1,7
652,1,2,1,1,1,3
653,1,3,1,1,2,5
654,1,2,2,4,1,3
655,1,2,1,1,1,5
656,1,3,1,1,2,8
657,1,2,2,1,1,1
658,1,2,2,1,2,9
659,1,2,2,1,1,9
660,1,3,1,1,2,10
661,1,2,1,1,1,9
662,1,2,1,1,1,5
663,1,2,2,4,1,3
664,1,3,1,1,2,5
665,1,3,1,1,1,3
666,1,2,2,1,1,3
667,1,2,1,1,1,9
668,1,2,1,1,1,9
669,1,2,2,1,2,9
670,1,2,2,1,2,2
671,1,2,2,1,1,9
672,1,3,1,1,2,7
673,1,3,2,1,1,8
674,1,2,2,1,1,3
675,1,2,1,1,1,9
676,1,3,2,1,2,5
677,1,2,1,1,1,3
678,1,2,2,1,2,3
679,1,3,2,4,2,6
680,1,2,2,1,1,5
681,1,2,1,1,1,5
682,1,3,2,1,2,8
683,1,3,1,1,1,5
684,1,2,2,1,2,9
685,1,2,2,1,1,5
686,1,2,1,1,1,5
687,1,2,2,1,1,9
688,1,2,2,1,1,9
689,1,2,2,1,1,9
690,1,3,2,1,1,3
691,1,3,2,4,2,8
692,1,2,2,1,1,9
693,1,2,1,1,1,8
694,1,2,1,1,1,8
695,1,2,2,4,1,5
696,1,2,2,1,2,8
697,1,2,1,1,1,9
698,1,2,1,1,2,8
699,1,3,2,1,1,10
700,1,2,1,1,1,8
701,1,2,1,1,1,8
702,1,3,1,1,1,3
703,1,2,2,1,2,5
704,1,3,2,1,1,2
705,1,2,1,1,1,5
706,1,2,1,1,1,6
707,1,3,1,1,1,5
708,1,3,1,1,1,6
709,1,2,1,1,1,3
710,1,3,1,1,2,5
711,1,2,1,1,1,3
712,1,2,1,1,1,6
713,1,2,1,1,2,6
714,1,3,1,1,1,5
715,1,2,2,1,1,9
716,1,2,2,1,1,5
717,1,2,1,1,1,3
718,1,3,2,1,1,3
719,1,3,1,1,1,6
720,1,2,2,1,1,2
721,1,3,1,1,2,6
722,1,3,1,1,2,5
723,1,2,1,1,2,4
724,1,3,2,1,1,9
725,1,2,1,1,1,3
726,1,2,2,1,2,10
727,1,2,1,1,1,5
728,1,3,1,1,2,3
729,1,2,1,1,1,5
730,1,3,2,1,2,6
731,1,3,2,1,1,6
732,1,2,1,1,1,5
733,1,3,1,1,1,2
734,1,2,1,1,1,9
735,1,2,2,1,1,3
736,1,2,2,1,1,9
737,1,3,1,1,1,3
738,1,2,1,1,1,9
739,1,2,1,1,1,5
740,1,3,2,4,1,3
741,1,2,1,1,1,3
742,1,2,2,1,1,9
743,1,2,1,1,1,9
744,1,2,1,1,1,8
745,1,2,1,1,1,3
746,1,3,1,1,1,3
747,1,2,2,1,1,3
748,1,2,2,4,1,9
749,1,2,1,1,1,9
750,1,2,1,1,1,5
751,1,2,2,1,1,8
752,1,2,1,1,1,9
753,1,2,1,1,1,9
754,1,3,1,1,1,3
755,1,2,1,1,1,8
756,1,3,2,1,1,1
757,1,2,1,1,1,9
758,1,3,2,1,1,3
759,1,3,2,4,1,3
760,1,3,2,1,1,3
761,1,2,2,1,1,9
762,1,2,2,1,1,3
763,1,3,2,1,1,6
764,1,2,1,1,1,9
765,1,2,2,1,1,9
766,1,2,1,1,1,2
767,1,2,2,1,1,5
768,1,2,2,1,1,3
769,1,2,2,4,1,4
770,1,2,2,1,1,3
771,1,2,2,1,1,3
772,1,2,2,1,1,5
773,1,3,1,1,1,10
774,1,3,1,1,1,4
775,1,3,1,1,1,4
776,1,2,2,1,1,3
777,1,3,1,1,1,5
778,1,2,1,1,1,3
779,1,2,1,1,1,5
780,1,2,1,1,1,3
781,1,2,1,1,1,10
782,1,2,1,1,1,4
783,1,3,2,4,1,7
784,1,2,2,1,1,9
785,1,2,2,1,1,5
786,1,2,2,1,1,9
787,1,2,1,1,1,10
788,1,3,1,1,2,7
789,1,3,2,4,2,8
790,1,2,1,1,1,5
791,1,3,2,4,1,5
792,1,2,1,1,1,7
793,1,2,2,1,1,3
794,1,2,1,1,1,2
795,1,2,1,1,1,3
796,1,2,2,1,1,9
797,1,3,1,1,1,3
798,1,2,2,1,1,9
799,1,2,1,1,1,3
800,1,3,1,1,1,5
801,1,3,2,4,2,8
802,1,2,1,1,1,9
803,1,3,2,1,2,8
804,1,2,1,1,1,5
805,1,3,1,1,2,8
806,1,3,1,1,1,9
807,1,3,1,1,2,5
808,1,2,1,1,1,9
809,1,3,1,1,2,5
810,1,2,1,1,1,8
811,1,2,2,1,1,8
812,1,2,1,1,1,6
813,1,2,2,1,1,5
814,1,3,1,1,1,3
815,1,3,1,1,1,6
816,1,2,2,1,1,8
817,1,2,1,1,1,2
818,1,2,1,1,1,3
819,1,2,2,1,1,9
820,1,2,2,4,1,9
821,1,3,1,1,1,9
822,1,2,1,1,1,3
823,1,3,2,1,2,5
824,1,2,1,1,1,3
825,1,2,1,1,1,10
826,1,2,1,1,1,3
827,1,3,1,1,1,6
828,1,3,2,1,1,3
829,1,2,2,1,1,9
830,1,2,1,1,1,3
831,1,3,1,1,2,5
832,1,3,1,1,2,8
833,1,2,1,1,1,7
834,1,3,2,1,2,4
835,1,2,2,1,1,1
836,1,2,1,1,1,5
837,1,3,2,4,2,8
838,1,3,1,1,2,5
839,1,3,2,1,1,5
840,1,3,1,1,2,10
841,1,3,1,1,2,3
842,1,2,2,1,1,3
843,1,2,2,1,2,9
844,1,3,1,1,1,3
845,1,3,2,1,2,8
846,1,3,1,1,1,5
847,1,2,2,1,1,9
848,1,3,2,1,2,10
849,1,2,1,1,1,4
850,1,2,2,1,1,9
851,1,2,1,1,1,3
852,1,3,1,1,2,3
853,1,2,1,1,1,9
854,1,2,2,1,1,3
855,1,3,2,1,1,8
856,1,2,1,1,1,5
857,1,2,1,1,1,9
858,1,3,1,1,1,5
859,1,3,1,1,2,4
860,1,2,1,1,1,5
861,1,2,2,4,2,8
862,1,2,1,1,1,3
863,1,2,1,1,2,3
864,1,3,2,1,2,5
865,1,3,2,1,1,7
866,1,2,2,1,1,3
867,1,2,2,1,1,8
868,1,3,2,1,1,9
869,1,2,2,1,1,9
870,1,2,1,1,1,5
871,1,2,1,1,1,9
872,1,3,2,1,1,5
873,1,3,1,1,2,8
874,1,3,2,1,2,10
875,1,3,1,1,1,1
876,1,2,1,1,1,7
877,1,2,2,1,1,8
878,1,2,1,1,1,5
879,1,2,2,1,1,9
880,1,2,1,1,1,9
881,1,2,2,1,1,3
882,1,2,2,4,1,8
883,1,2,2,4,1,3
884,1,2,2,1,1,9
885,1,2,1,1,1,9
886,1,3,1,1,2,5
887,1,3,1,1,1,7
888,1,2,1,1,1,5
889,1,2,1,1,1,8
890,1,2,2,1,1,9
891,1,3,1,1,2,6
892,1,2,1,1,1,5
893,1,3,2,1,1,7
894,1,2,2,4,1,6
895,1,2,2,1,1,9
896,1,2,1,1,2,7
897,1,2,2,4,1,8
898,1,2,2,1,1,3
899,1,2,1,1,1,8
900,1,2,2,1,1,9
901,1,2,1,1,1,9
902,1,2,1,1,1,9
903,1,2,1,1,1,9
904,1,2,1,1,1,9
905,1,2,2,4,2,4
906,1,2,2,4,1,4
907,1,2,1,1,1,3
908,1,3,1,1,1,3
909,1,3,2,1,2,7
910,1,2,1,1,1,3
911,1,3,1,1,2,5
912,1,3,1,1,1,5
913,1,3,1,1,1,10
914,1,2,2,1,2,8
915,1,3,1,1,1,8
916,1,3,1,1,1,3
917,1,3,1,1,1,3
918,1,2,2,1,1,9
919,1,3,2,4,1,6
920,1,2,1,1,1,2
921,1,3,1,1,1,7
922,1,2,1,1,1,5
923,1,2,1,1,1,9
924,1,2,1,1,1,3
925,1,2,1,1,1,9
926,1,2,2,1,1,9
927,1,2,1,1,1,6
928,1,3,1,1,2,6
929,1,1,2,1,1,2
930,1,2,2,1,1,5
931,1,2,2,1,1,3
932,1,2,1,1,1,10
933,1,2,1,1,1,3
934,1,2,2,1,1,9
935,1,2,1,1,1,9
936,1,3,2,1,2,8
937,1,3,1,1,1,3
938,1,2,1,1,1,3
939,1,2,2,1,1,7
940,1,3,1,1,1,8
941,1,2,2,1,1,9
942,1,3,2,1,1,7
943,1,2,2,1,1,9
944,1,2,1,1,1,3
945,1,2,2,4,1,9
946,1,2,1,1,1,9
947,1,3,1,1,1,3
948,1,2,1,1,1,9
949,1,2,2,4,1,3
950,1,2,1,1,1,9
951,1,2,1,1,1,9
952,1,2,1,1,1,3
953,1,2,1,1,1,3
954,1,3,1,1,1,9
955,1,2,1,1,1,10
956,1,2,1,1,1,9
957,1,2,1,1,1,3
958,1,2,1,1,1,5
959,1,2,1,1,1,9
960,1,3,1,1,1,3
961,1,3,2,1,1,3
962,1,2,1,1,1,8
963,1,2,1,1,1,8
964,1,2,1,1,1,9
965,1,2,2,1,2,9
966,1,2,1,1,1,9
967,1,2,2,1,2,9
968,1,2,1,1,1,3
969,1,3,2,1,1,4
970,1,2,2,1,1,9
971,1,2,2,1,1,5
972,1,2,2,1,1,9
973,1,2,2,4,1,3
974,1,2,2,1,1,5
975,1,2,1,1,1,3
976,1,2,1,1,1,8
977,1,2,2,4,2,9
978,1,2,1,1,1,5
979,1,2,1,1,1,9
980,1,2,1,1,1,1
981,1,3,2,1,1,8
982,1,2,1,1,1,9
983,1,3,1,1,1,9
984,1,3,1,1,1,3
985,1,3,1,1,2,8
986,1,3,1,1,2,5
987,1,3,2,1,2,8
988,1,3,2,4,2,4
989,1,3,2,1,2,4
990,1,2,1,1,1,3
991,1,3,2,1,1,3
992,1,2,2,1,1,9
993,1,2,2,1,1,3
994,1,3,1,1,1,5
995,1,3,1,1,1,10
