,Make,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
21758,5,2,1,1,1,10
21759,5,3,1,1,1,5
21760,5,3,1,1,1,7
21761,5,2,1,1,1,3
21762,5,3,1,1,1,5
21763,5,2,1,1,1,9
21764,5,2,1,1,1,9
21765,5,3,1,1,1,5
21766,5,2,1,1,1,2
21767,5,2,2,2,1,9
21768,5,2,1,1,1,5
21769,5,2,2,1,1,2
21770,5,2,1,1,1,9
21771,5,2,1,1,1,5
21772,5,2,1,1,1,9
21773,5,2,1,1,1,2
21774,5,2,1,1,1,2
21775,5,3,1,1,2,5
21776,5,2,1,4,1,2
21777,5,2,1,1,1,7
21778,5,2,1,1,1,5
21779,5,3,1,1,1,8
21780,5,3,1,1,1,8
21781,5,3,1,1,1,3
21782,5,3,1,1,1,9
21783,5,2,1,1,1,9
21784,5,2,1,1,1,3
21785,5,2,2,1,1,2
21786,5,2,1,1,1,9
21787,5,2,1,1,1,8
21788,5,2,1,1,1,6
21789,5,2,1,1,2,5
21790,5,2,1,1,1,9
21791,5,2,1,1,1,9
21792,5,2,1,1,1,9
21793,5,2,1,1,2,8
21794,5,2,1,1,1,9
21795,5,2,2,1,1,9
21796,5,2,1,1,1,3
21797,5,2,1,1,1,9
21798,5,3,1,1,1,5
21799,5,3,1,1,1,8
21800,5,2,1,1,1,9
21801,5,2,1,1,1,9
21802,5,2,1,1,1,2
21803,5,2,1,1,1,9
21804,5,3,1,1,1,9
21805,5,2,1,1,1,9
21806,5,2,1,1,1,9
21807,5,2,1,1,1,6
21808,5,2,1,1,1,8
21809,5,2,1,1,1,9
21810,5,2,1,1,1,8
21811,5,2,1,1,1,8
21812,5,2,1,1,1,9
21813,5,2,1,1,1,9
21814,5,2,1,1,1,9
21815,5,2,1,1,1,9
21816,5,2,2,1,1,3
21817,5,2,1,1,1,9
21818,5,2,1,1,1,3
21819,5,2,1,1,1,9
21820,5,2,1,1,1,9
21821,5,2,1,1,1,9
21822,5,2,1,1,1,3
21823,5,2,1,1,1,9
21824,5,3,1,1,1,7
21825,5,2,2,1,1,6
21826,5,2,1,1,1,3
21827,5,2,2,1,1,5
21828,5,2,1,1,1,9
21829,5,2,1,1,1,5
21830,5,3,2,1,1,4
21831,5,2,1,1,1,9
21832,5,2,1,1,1,5
21833,5,2,1,1,1,9
21834,5,3,1,1,1,6
21835,5,3,1,1,1,9
21836,5,3,1,1,1,7
21837,5,2,1,1,1,6
21838,5,2,1,1,1,3
21839,5,2,1,1,1,8
21840,5,2,1,1,1,4
21841,5,2,1,1,1,4
21842,5,2,1,1,1,3
21843,5,2,1,1,1,9
21844,5,2,1,1,1,3
21845,5,2,1,1,1,9
21846,5,2,1,1,1,8
21847,5,2,1,1,1,5
21848,5,2,1,1,1,9
21849,5,2,1,1,1,9
21850,5,2,1,1,1,8
21851,5,2,1,1,1,9
21852,5,2,1,1,1,2
21853,5,3,1,1,1,3
21854,5,2,1,1,1,5
21855,5,2,1,1,1,9
21856,5,2,1,1,1,5
21857,5,3,2,1,1,7
21858,5,2,1,1,1,9
21859,5,2,1,1,2,7
21860,5,2,1,1,1,9
21861,5,2,1,1,1,5
21862,5,2,1,1,1,5
21863,5,2,1,1,1,7
21864,5,2,1,1,2,5
21865,5,2,1,1,1,5
21866,5,2,1,1,1,3
21867,5,2,1,1,1,10
21868,5,2,1,1,1,9
21869,5,2,1,1,1,4
21870,5,3,1,1,1,8
21871,5,3,1,1,2,5
21872,5,2,1,1,1,9
21873,5,2,1,1,1,9
21874,5,3,1,1,1,7
21875,5,2,1,1,1,5
21876,5,2,1,1,1,9
21877,5,2,1,1,1,3
21878,5,2,1,1,1,9
21879,5,2,2,1,1,8
21880,5,2,1,1,1,5
21881,5,2,1,1,1,6
21882,5,2,1,1,1,8
21883,5,3,1,1,2,5
21884,5,2,1,1,1,1
21885,5,2,1,1,1,9
21886,5,3,1,1,2,5
21887,5,2,1,1,1,9
21888,5,3,1,1,1,8
21889,5,2,1,1,1,6
21890,5,3,1,1,1,10
21891,5,2,1,1,1,9
21892,5,2,1,1,1,9
21893,5,2,1,1,1,8
21894,5,2,1,1,1,8
21895,5,3,2,1,1,6
21896,5,2,1,1,1,9
21897,5,2,1,1,1,9
21898,5,3,1,1,1,3
21899,5,2,1,1,1,9
21900,5,2,1,1,1,8
21901,5,2,1,1,1,8
21902,5,2,1,1,1,8
21903,5,3,1,1,1,8
21904,5,2,1,1,1,7
21905,5,2,1,1,1,9
21906,5,2,1,1,1,3
21907,5,3,1,1,1,4
21908,5,2,1,1,1,2
21909,5,2,1,1,1,9
21910,5,2,1,1,1,9
21911,5,2,1,1,1,8
21912,5,3,1,1,2,6
21913,5,3,1,1,1,1
21914,5,2,1,1,1,9
21915,5,2,1,1,1,3
21916,5,3,1,1,2,7
21917,5,2,1,1,2,5
21918,5,2,2,1,1,10
21919,5,2,1,1,1,10
21920,5,3,1,1,2,4
21921,5,2,1,1,1,3
21922,5,2,1,1,1,7
21923,5,3,1,1,1,9
21924,5,3,1,1,1,3
21925,5,2,1,1,1,2
21926,5,2,1,1,1,5
21927,5,2,1,1,1,5
21928,5,3,1,1,1,7
21929,5,2,1,1,1,5
21930,5,2,1,1,1,8
21931,5,2,1,1,1,9
21932,5,1,1,1,1,8
21933,5,2,1,1,1,3
21934,5,2,1,1,1,7
21935,5,2,1,1,1,1
21936,5,2,1,1,1,9
21937,5,2,1,1,1,9
21938,5,2,1,1,1,3
21939,5,2,1,1,1,9
21940,5,2,1,1,1,9
21941,5,2,1,1,1,9
21942,5,3,1,1,1,5
21943,5,2,1,1,1,9
21944,5,2,1,1,1,10
21945,5,2,1,1,1,4
21946,5,2,1,1,1,9
21947,5,2,1,1,1,9
21948,5,2,1,1,1,9
21949,5,2,1,1,1,9
21950,5,2,2,1,1,5
21951,5,2,1,1,1,9
21952,5,2,1,1,1,3
21953,5,2,1,1,1,3
21954,5,2,1,1,1,9
21955,5,2,1,1,1,9
21956,5,2,1,1,2,9
21957,5,2,1,1,1,9
21958,5,2,1,1,1,3
21959,5,2,1,1,1,8
21960,5,2,1,1,1,10
21961,5,3,1,1,1,7
21962,5,3,1,1,1,8
21963,5,3,2,1,1,8
21964,5,2,1,1,1,8
21965,5,2,2,1,1,9
21966,5,2,1,1,1,3
21967,5,2,1,1,1,9
21968,5,2,1,1,1,9
21969,5,3,1,1,1,8
21970,5,2,1,1,1,8
21971,5,2,1,1,1,7
21972,5,3,1,1,1,5
21973,5,2,1,1,1,9
21974,5,2,1,1,1,8
21975,5,2,1,1,1,9
21976,5,2,1,1,1,9
21977,5,2,1,1,1,9
21978,5,2,2,1,1,6
21979,5,2,1,1,1,8
21980,5,2,1,1,1,9
21981,5,2,1,1,1,5
21982,5,2,1,1,1,5
21983,5,2,1,1,1,10
21984,5,2,1,1,1,9
21985,5,3,1,1,1,10
21986,5,2,1,1,1,4
21987,5,2,1,1,1,6
21988,5,2,1,1,1,9
21989,5,2,1,1,1,3
21990,5,2,2,1,2,3
21991,5,2,1,1,2,4
21992,5,2,1,1,1,9
21993,5,3,2,1,1,5
21994,5,2,1,1,1,10
21995,5,2,1,1,1,5
21996,5,2,1,1,1,8
21997,5,2,1,1,1,3
21998,5,2,1,1,1,3
21999,5,2,1,1,1,9
22000,5,2,1,1,1,3
22001,5,2,1,1,1,9
22002,5,2,1,1,1,8
22003,5,2,1,1,1,3
22004,5,2,1,1,1,3
22005,5,2,1,1,1,9
22006,5,2,2,1,1,9
22007,5,2,1,1,1,3
22008,5,3,2,1,1,3
22009,5,2,1,1,1,10
22010,5,2,1,1,1,3
22011,5,2,1,1,1,10
22012,5,2,1,1,1,3
22013,5,2,1,1,1,9
22014,5,3,1,1,1,9
22015,5,2,1,1,1,9
22016,5,2,1,1,1,9
22017,5,2,1,1,2,8
22018,5,2,1,1,1,7
22019,5,3,1,1,1,3
22020,5,2,1,1,1,9
22021,5,2,1,1,1,9
22022,5,3,1,1,2,5
22023,5,3,1,1,1,5
22024,5,2,1,1,1,3
22025,5,2,1,1,1,9
22026,5,2,1,1,1,9
22027,5,2,1,1,1,3
22028,5,2,2,1,1,8
22029,5,2,1,1,1,7
22030,5,2,1,1,1,9
22031,5,2,1,1,1,5
22032,5,2,1,1,1,9
22033,5,2,1,1,1,9
22034,5,2,1,1,1,9
22035,5,2,1,1,1,3
22036,5,2,1,1,1,9
22037,5,3,1,1,1,8
22038,5,2,1,1,1,5
22039,5,2,1,1,1,4
22040,5,2,1,1,1,10
22041,5,2,1,1,1,9
22042,5,2,1,1,1,3
22043,5,2,2,1,1,3
22044,5,2,1,1,1,8
22045,5,2,1,1,1,3
22046,5,2,1,1,1,3
22047,5,2,1,1,1,9
22048,5,2,1,1,1,9
22049,5,2,1,1,1,6
22050,5,2,1,1,1,9
22051,5,2,1,1,1,3
22052,5,2,1,1,1,4
22053,5,2,1,1,1,3
22054,5,2,1,1,1,5
22055,5,2,1,1,1,5
22056,5,2,1,1,1,5
22057,5,2,1,1,1,9
22058,5,3,1,1,2,3
22059,5,2,1,1,1,9
22060,5,2,1,1,1,3
22061,5,2,1,1,1,9
22062,5,2,1,1,1,9
22063,5,2,1,1,1,9
22064,5,2,1,1,1,3
22065,5,3,1,1,1,9
22066,5,2,1,1,1,9
22067,5,2,1,1,1,3
22068,5,2,2,1,1,3
22069,5,3,1,1,1,7
22070,5,2,1,1,1,7
22071,5,3,1,1,1,9
22072,5,2,1,1,1,9
22073,5,2,1,1,1,8
22074,5,2,1,1,1,7
22075,5,2,1,1,1,9
22076,5,2,1,1,1,9
22077,5,2,1,1,1,8
22078,5,2,1,1,1,5
22079,5,2,2,1,1,1
22080,5,2,1,1,1,9
22081,5,2,1,1,1,3
22082,5,2,1,1,1,9
22083,5,3,2,1,2,7
22084,5,2,1,1,1,8
22085,5,2,1,1,1,9
22086,5,2,1,1,1,10
22087,5,2,1,1,1,8
22088,5,2,1,1,1,9
22089,5,2,1,1,1,9
22090,5,2,1,1,1,3
22091,5,2,1,1,1,3
22092,5,2,1,1,1,9
22093,5,2,1,1,1,5
22094,5,2,1,1,1,3
22095,5,2,1,1,1,9
22096,5,2,1,1,1,3
22097,5,2,1,1,1,10
22098,5,3,1,1,1,9
22099,5,3,1,1,1,9
22100,5,2,1,1,1,4
22101,5,2,1,1,1,7
22102,5,2,1,1,1,5
22103,5,2,1,1,1,9
22104,5,2,1,1,1,9
22105,5,2,1,1,1,3
22106,5,2,1,1,1,8
22107,5,2,1,1,1,3
22108,5,2,1,1,1,4
22109,5,2,1,1,1,3
22110,5,2,1,1,1,7
22111,5,2,1,1,1,9
22112,5,2,1,1,1,5
22113,5,2,1,1,1,9
22114,5,2,1,1,1,9
22115,5,2,2,1,1,9
22116,5,2,1,1,1,9
22117,5,2,1,1,1,9
22118,5,2,1,1,1,6
22119,5,2,1,1,1,7
22120,5,2,1,1,1,9
22121,5,2,1,1,1,9
22122,5,3,1,1,2,5
22123,5,2,1,1,1,3
22124,5,3,1,1,1,3
22125,5,2,1,1,1,9
22126,5,2,1,1,1,9
22127,5,3,1,1,1,5
22128,5,2,1,1,1,9
22129,5,2,1,1,1,9
22130,5,2,1,1,1,3
22131,5,3,1,1,1,8
22132,5,2,1,1,1,3
22133,5,2,1,1,1,9
22134,5,2,1,1,1,9
22135,5,3,1,1,1,10
22136,5,2,1,1,1,9
22137,5,2,1,1,1,3
22138,5,2,1,1,1,3
22139,5,2,1,1,1,5
22140,5,3,1,1,2,7
22141,5,2,1,1,1,5
22142,5,2,1,1,2,5
22143,5,2,1,1,1,5
22144,5,2,1,1,1,5
22145,5,2,1,1,1,9
22146,5,2,1,1,1,9
22147,5,2,1,1,1,3
22148,5,2,1,1,1,8
22149,5,3,1,1,1,7
22150,5,2,1,1,1,9
22151,5,2,1,1,1,9
22152,5,2,1,1,1,3
22153,5,2,1,1,1,9
22154,5,2,1,1,1,3
22155,5,3,1,4,1,4
22156,5,3,1,1,2,7
22157,5,3,1,1,1,6
22158,5,2,1,1,1,2
22159,5,2,1,1,1,5
22160,5,3,1,1,2,4
22161,5,2,1,1,1,9
22162,5,2,2,1,1,3
22163,5,2,1,1,1,9
22164,5,2,1,1,1,3
22165,5,2,1,1,1,9
22166,5,2,1,1,1,3
22167,5,2,1,1,1,9
22168,5,2,1,1,1,9
22169,5,2,1,1,1,6
22170,5,2,1,1,1,9
22171,5,3,1,1,1,7
22172,5,2,1,1,1,5
22173,5,2,1,1,1,5
22174,5,3,1,1,1,6
22175,5,2,1,1,1,7
22176,5,2,1,1,1,6
22177,5,2,1,1,1,3
22178,5,2,1,1,1,2
22179,5,2,1,1,1,3
22180,5,2,1,1,1,9
22181,5,2,1,1,1,7
22182,5,2,1,1,1,9
22183,5,2,1,1,1,9
22184,5,2,1,1,2,4
22185,5,2,1,1,1,9
22186,5,2,1,1,1,2
22187,5,3,1,1,2,5
22188,5,2,1,1,1,5
22189,5,2,1,1,1,2
22190,5,2,1,1,1,9
22191,5,2,1,1,1,9
22192,5,2,1,1,1,9
22193,5,2,1,1,1,5
22194,5,3,1,1,1,5
22195,5,3,2,1,1,3
22196,5,2,1,1,1,3
22197,5,2,1,1,1,8
22198,5,2,1,1,1,6
22199,5,3,1,1,1,7
22200,5,2,1,1,1,9
22201,5,2,1,1,1,9
22202,5,2,1,1,1,10
22203,5,2,1,1,1,3
22204,5,2,1,1,1,2
22205,5,2,1,1,1,9
22206,5,2,1,1,1,9
22207,5,2,1,1,1,8
22208,5,2,1,1,1,9
22209,5,2,1,1,1,5
22210,5,2,1,1,1,9
22211,5,2,1,1,1,2
22212,5,2,1,1,1,9
22213,5,2,1,1,1,4
22214,5,2,1,1,1,7
22215,5,2,1,4,1,4
22216,5,2,1,1,1,5
22217,5,2,1,1,1,9
22218,5,2,1,1,1,5
22219,5,2,1,1,1,3
22220,5,2,1,1,1,3
22221,5,2,1,1,1,3
22222,5,2,1,1,1,3
22223,5,2,1,1,1,5
22224,5,2,1,1,1,8
22225,5,2,1,1,1,9
22226,5,2,1,1,1,9
22227,5,2,1,1,1,9
22228,5,2,1,1,1,2
22229,5,2,1,1,1,9
22230,5,2,1,1,1,3
22231,5,2,1,1,2,7
22232,5,2,1,1,1,9
22233,5,2,1,1,1,3
22234,5,3,1,1,1,4
22235,5,3,2,1,1,5
22236,5,2,1,1,1,9
22237,5,2,1,1,1,9
22238,5,2,1,1,1,5
22239,5,2,1,1,1,9
22240,5,2,1,1,1,9
22241,5,2,1,1,1,9
22242,5,3,1,1,1,3
22243,5,2,1,1,1,9
22244,5,2,1,1,1,10
22245,5,2,1,1,1,2
22246,5,2,1,1,1,9
22247,5,2,1,1,1,7
22248,5,2,1,1,1,5
22249,5,2,1,1,1,2
22250,5,3,1,1,1,3
22251,5,2,1,1,1,3
22252,5,2,1,1,1,3
22253,5,2,1,1,1,9
22254,5,2,1,1,1,8
22255,5,2,1,1,1,3
22256,5,2,1,1,2,3
22257,5,2,1,1,1,9
22258,5,2,1,1,1,10
22259,5,2,1,1,1,5
22260,5,2,1,1,1,9
22261,5,2,2,1,2,8
22262,5,2,1,1,1,6
22263,5,2,1,1,1,5
22264,5,2,1,1,1,9
22265,5,2,1,1,1,9
22266,5,3,1,1,1,9
22267,5,2,1,1,1,9
22268,5,2,1,1,1,6
22269,5,2,1,1,1,9
22270,5,2,1,1,1,9
22271,5,3,1,1,1,8
22272,5,2,2,1,1,8
22273,5,2,1,1,1,5
22274,5,2,1,1,1,5
22275,5,2,1,1,1,9
22276,5,2,1,1,1,3
22277,5,2,1,1,1,8
22278,5,3,2,1,1,3
22279,5,3,1,1,1,10
22280,5,2,2,1,1,9
22281,5,3,1,1,2,8
22282,5,2,1,1,1,8
22283,5,2,1,1,1,2
22284,5,2,1,1,1,9
22285,5,2,1,1,1,8
22286,5,2,1,1,1,9
22287,5,2,1,1,1,3
22288,5,2,1,1,1,5
22289,5,2,1,1,1,3
22290,5,2,1,1,1,9
22291,5,2,1,1,1,10
22292,5,2,1,1,1,9
22293,5,2,1,1,1,9
22294,5,2,1,1,1,9
22295,5,2,1,1,1,9
22296,5,3,1,1,1,7
22297,5,2,1,1,1,9
22298,5,2,1,1,1,5
22299,5,2,1,1,1,4
22300,5,2,1,1,1,2
22301,5,2,1,1,1,5
22302,5,2,1,1,1,4
22303,5,2,1,1,1,6
22304,5,2,1,1,1,7
22305,5,2,2,1,1,9
22306,5,2,1,1,1,9
22307,5,2,1,1,1,3
22308,5,2,1,1,1,8
22309,5,2,1,1,1,4
22310,5,2,1,1,1,3
22311,5,2,1,1,1,9
22312,5,2,1,1,2,5
22313,5,2,1,1,1,9
22314,5,2,1,1,1,9
22315,5,2,1,1,1,9
22316,5,2,1,1,1,9
22317,5,3,1,1,1,8
22318,5,2,1,1,1,9
22319,5,2,1,1,1,5
22320,5,2,1,1,1,9
22321,5,2,1,1,1,5
22322,5,2,1,1,1,3
22323,5,2,1,1,1,9
22324,5,2,1,1,1,5
22325,5,2,1,1,1,7
22326,5,2,1,1,1,9
22327,5,2,1,1,1,3
22328,5,2,2,1,2,5
22329,5,2,1,1,1,3
22330,5,2,1,1,1,9
22331,5,3,1,1,1,7
22332,5,2,1,1,1,7
22333,5,2,1,1,1,5
22334,5,2,1,1,1,3
22335,5,2,1,1,1,7
22336,5,2,1,1,1,9
22337,5,1,1,1,1,7
22338,5,3,1,1,1,9
22339,5,2,1,1,1,9
22340,5,2,1,1,1,4
22341,5,2,2,1,1,2
22342,5,2,1,1,1,10
22343,5,2,1,1,1,6
22344,5,2,1,1,1,9
22345,5,2,1,1,1,9
22346,5,2,1,1,1,9
22347,5,2,1,1,1,5
22348,5,2,1,1,1,3
22349,5,2,1,1,1,5
22350,5,2,1,1,1,8
22351,5,2,1,1,1,5
22352,5,2,1,1,1,9
22353,5,2,1,1,1,7
22354,5,2,1,1,1,9
22355,5,2,1,1,1,9
22356,5,2,1,1,1,3
22357,5,2,1,1,1,5
22358,5,2,1,1,1,9
22359,5,2,1,1,1,10
22360,5,2,1,1,1,3
22361,5,2,1,1,1,9
22362,5,2,1,1,1,3
22363,5,2,1,1,1,10
22364,5,2,1,1,1,9
22365,5,2,1,1,1,9
22366,5,2,1,1,1,9
22367,5,2,1,1,1,9
22368,5,2,1,1,1,3
22369,5,2,1,1,1,9
22370,5,2,1,4,1,3
22371,5,3,1,1,2,5
22372,5,2,1,1,1,2
22373,5,2,1,1,1,10
22374,5,3,1,1,2,7
22375,5,2,1,1,1,7
22376,5,3,2,3,2,8
22377,5,3,2,1,2,3
22378,5,2,2,1,1,9
22379,5,3,2,1,1,5
22380,5,2,1,1,2,7
22381,5,3,1,1,2,7
22382,5,2,1,1,1,5
22383,5,2,1,1,1,5
22384,5,2,1,1,1,4
22385,5,2,1,1,1,9
22386,5,2,1,4,2,3
22387,5,2,1,1,1,3
22388,5,2,1,1,1,9
22389,5,2,1,1,1,3
22390,5,2,1,1,1,9
22391,5,2,1,1,1,9
22392,5,2,1,1,1,8
22393,5,2,1,1,1,9
22394,5,3,2,3,2,10
22395,5,2,1,1,1,3
22396,5,3,1,1,1,8
22397,5,3,1,1,1,8
22398,5,2,1,1,1,3
22399,5,2,1,1,1,3
22400,5,2,1,1,1,3
22401,5,2,1,1,1,1
22402,5,2,1,1,1,3
22403,5,3,1,1,1,4
22404,5,2,1,1,1,3
22405,5,2,1,1,1,6
22406,5,2,2,2,1,5
22407,5,2,1,1,1,5
22408,5,2,1,1,1,5
22409,5,3,2,1,2,4
22410,5,2,1,1,1,4
22411,5,2,2,1,1,8
22412,5,2,1,1,1,4
22413,5,2,1,1,1,5
22414,5,2,1,1,2,7
22415,5,2,1,1,1,9
22416,5,2,1,1,1,7
22417,5,3,1,1,1,7
22418,5,2,2,1,1,8
22419,5,2,1,1,2,8
22420,5,2,1,1,2,7
22421,5,2,1,1,2,3
22422,5,2,1,1,1,9
22423,5,2,1,4,2,3
22424,5,2,2,1,2,3
22425,5,2,2,1,1,3
22426,5,2,1,1,1,5
22427,5,2,2,1,1,9
22428,5,2,1,1,1,3
22429,5,2,2,1,2,3
22430,5,2,1,1,1,3
22431,5,3,2,1,2,7
22432,5,2,1,1,1,1
22433,5,2,1,1,1,5
22434,5,2,1,1,1,5
22435,5,2,1,1,1,5
22436,5,3,1,1,1,9
22437,5,2,1,1,1,3
22438,5,2,1,1,1,3
22439,5,2,1,1,1,9
22440,5,2,1,1,1,9
22441,5,2,2,1,1,8
22442,5,2,1,1,1,9
22443,5,3,1,1,2,5
22444,5,2,1,1,1,3
22445,5,2,1,1,1,9
22446,5,2,1,1,1,9
22447,5,3,1,1,1,8
22448,5,2,1,1,1,9
22449,5,2,1,1,1,9
22450,5,2,1,1,1,9
22451,5,2,1,1,1,9
22452,5,2,1,1,1,3
22453,5,3,1,1,2,5
22454,5,2,1,1,1,5
22455,5,2,1,1,1,8
22456,5,1,1,1,1,4
22457,5,2,1,4,1,7
22458,5,2,1,1,1,3
22459,5,3,1,1,1,7
22460,5,2,1,1,1,5
22461,5,2,1,1,1,9
22462,5,2,1,1,1,3
22463,5,2,1,1,1,8
22464,5,2,1,1,1,9
22465,5,2,1,1,1,3
22466,5,3,1,1,2,5
22467,5,2,1,1,1,2
22468,5,2,1,1,1,9
22469,5,2,1,1,1,9
22470,5,2,1,1,1,9
22471,5,2,1,1,1,7
22472,5,2,1,1,1,8
22473,5,3,2,1,1,5
22474,5,2,1,1,1,9
22475,5,2,1,1,1,9
22476,5,2,1,1,1,5
22477,5,2,1,1,1,5
22478,5,2,1,4,1,5
22479,5,2,1,1,1,9
22480,5,2,1,1,1,3
22481,5,2,1,1,1,2
22482,5,2,1,1,1,9
22483,5,2,1,1,1,7
22484,5,2,1,1,1,8
22485,5,3,1,1,1,3
22486,5,3,1,1,1,3
22487,5,2,1,1,1,5
22488,5,2,1,1,1,9
22489,5,2,1,1,1,9
22490,5,2,1,1,1,3
22491,5,2,1,1,1,5
22492,5,2,1,1,1,3
22493,5,2,1,1,1,3
22494,5,1,2,1,1,8
22495,5,2,2,1,1,9
22496,5,2,1,1,1,9
22497,5,2,2,1,1,3
22498,5,2,1,1,1,9
22499,5,2,1,1,1,3
22500,5,2,1,1,1,8
22501,5,2,1,1,1,7
22502,5,2,1,1,1,10
22503,5,2,1,1,1,7
22504,5,2,1,1,1,9
22505,5,2,1,1,1,7
22506,5,2,2,1,1,7
22507,5,3,1,1,1,8
22508,5,2,1,1,1,3
22509,5,2,1,1,1,7
22510,5,2,1,1,1,3
22511,5,2,1,1,1,5
22512,5,2,1,1,1,5
22513,5,3,1,1,1,8
22514,5,3,1,1,1,7
22515,5,2,1,1,1,3
22516,5,2,1,1,1,8
22517,5,3,2,2,2,8
22518,5,2,1,1,1,9
22519,5,2,1,1,2,5
22520,5,2,1,1,1,2
22521,5,2,1,1,1,7
22522,5,3,1,1,1,3
22523,5,2,1,1,1,3
22524,5,2,1,1,1,9
22525,5,2,1,1,1,3
22526,5,2,1,1,1,7
22527,5,2,1,1,1,10
22528,5,2,1,1,1,10
22529,5,2,1,1,1,9
22530,5,3,1,1,1,3
22531,5,2,1,1,1,9
22532,5,2,1,1,1,5
22533,5,2,1,1,1,9
22534,5,2,1,1,1,8
22535,5,2,1,1,1,9
22536,5,2,1,1,1,9
22537,5,2,1,1,1,8
22538,5,2,1,1,2,5
22539,5,2,1,1,1,4
22540,5,2,1,1,1,9
22541,5,2,1,1,1,9
22542,5,2,1,1,2,9
22543,5,2,1,1,1,3
22544,5,2,1,1,1,9
22545,5,3,1,1,2,6
22546,5,2,2,1,1,3
22547,5,2,1,1,1,7
22548,5,2,1,4,2,5
22549,5,2,1,1,1,9
22550,5,2,1,1,1,9
22551,5,2,1,1,1,5
22552,5,2,1,1,1,9
22553,5,2,1,1,1,3
22554,5,2,1,1,1,9
22555,5,2,1,1,1,8
22556,5,2,1,1,1,3
22557,5,3,1,1,1,7
22558,5,2,1,1,1,4
22559,5,2,1,1,1,5
22560,5,3,1,1,1,8
22561,5,2,1,1,1,9
22562,5,2,1,1,1,3
22563,5,2,1,1,1,9
22564,5,3,1,1,1,3
22565,5,3,1,1,1,10
22566,5,2,1,1,1,9
22567,5,2,1,1,1,9
22568,5,2,2,3,1,9
22569,5,3,1,1,1,3
22570,5,2,1,1,1,2
22571,5,2,1,1,1,5
22572,5,2,1,4,1,9
22573,5,2,1,1,1,8
22574,5,2,1,1,1,9
22575,5,2,1,1,1,5
22576,5,2,1,1,1,5
22577,5,2,2,1,1,9
22578,5,2,1,1,1,8
22579,5,2,1,1,1,9
22580,5,3,1,1,1,5
22581,5,2,1,1,1,9
22582,5,2,1,1,1,3
22583,5,2,1,1,1,3
22584,5,3,2,1,1,7
22585,5,2,1,1,1,9
22586,5,2,1,1,1,5
22587,5,2,1,1,1,5
22588,5,2,1,1,1,9
22589,5,2,1,1,1,9
22590,5,2,1,1,1,10
22591,5,2,1,1,1,9
22592,5,2,2,1,2,9
22593,5,2,1,1,1,7
22594,5,2,1,1,1,3
22595,5,2,2,1,1,9
22596,5,2,1,1,1,1
22597,5,2,1,1,1,2
22598,5,2,1,1,1,8
22599,5,3,2,1,1,5
22600,5,3,1,1,1,5
22601,5,3,1,1,1,7
22602,5,2,1,1,1,3
22603,5,3,1,1,2,7
22604,5,2,1,1,1,10
22605,5,2,1,1,1,1
22606,5,2,1,1,1,3
22607,5,3,1,1,1,7
22608,5,2,1,1,1,4
22609,5,2,1,1,1,5
22610,5,2,1,1,1,9
22611,5,3,1,1,1,9
22612,5,2,1,1,1,5
22613,5,3,1,1,1,8
22614,5,2,1,1,1,9
22615,5,2,2,1,1,5
22616,5,3,1,1,1,7
22617,5,2,1,1,1,9
22618,5,3,1,1,1,5
22619,5,3,1,1,1,3
22620,5,2,1,1,1,3
22621,5,2,1,1,1,9
22622,5,2,1,1,1,10
22623,5,2,1,1,1,6
22624,5,2,1,1,1,5
22625,5,2,1,1,1,8
22626,5,3,1,1,1,3
22627,5,2,1,1,1,2
22628,5,3,1,1,1,5
22629,5,2,1,1,1,9
22630,5,2,1,1,1,9
22631,5,2,1,1,1,5
22632,5,2,1,1,1,9
22633,5,2,1,1,1,6
22634,5,2,1,1,1,3
22635,5,2,1,1,1,9
22636,5,2,1,1,1,9
22637,5,2,1,1,1,2
22638,5,2,1,1,1,4
22639,5,2,1,1,1,9
22640,5,2,1,1,1,9
22641,5,3,1,1,1,3
22642,5,2,1,1,1,4
22643,5,2,1,1,1,5
22644,5,2,1,1,1,7
22645,5,2,1,1,1,3
22646,5,2,1,1,1,3
22647,5,3,1,1,1,3
22648,5,2,2,1,1,8
22649,5,2,1,1,1,9
22650,5,2,1,1,1,9
22651,5,2,1,1,1,9
22652,5,3,1,1,1,4
22653,5,3,1,1,2,5
22654,5,2,1,1,1,10
22655,5,3,1,1,1,7
22656,5,2,1,1,1,7
22657,5,2,1,1,1,4
22658,5,2,1,1,1,2
22659,5,2,2,1,1,6
22660,5,2,1,1,1,9
22661,5,3,2,1,1,1
22662,5,2,1,1,1,9
22663,5,2,1,1,1,7
22664,5,2,1,1,1,9
22665,5,2,1,1,1,9
22666,5,2,1,1,1,9
22667,5,2,1,1,1,9
22668,5,2,1,1,1,9
22669,5,2,1,1,1,9
22670,5,2,1,1,1,3
22671,5,3,1,1,1,5
22672,5,2,1,1,1,9
22673,5,2,1,1,1,3
22674,5,2,1,1,1,9
22675,5,2,1,1,1,9
22676,5,2,1,1,1,9
22677,5,3,1,1,1,7
22678,5,3,1,1,1,6
22679,5,3,1,1,1,7
22680,5,2,1,1,1,5
22681,5,2,1,1,1,10
22682,5,2,1,1,1,9
22683,5,2,1,1,1,9
22684,5,2,1,1,1,3
22685,5,2,1,1,1,9
22686,5,2,1,1,1,6
22687,5,2,1,1,1,3
