,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude,Fatal Ratio
51469,24,3,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51470,22,4,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51471,29,4,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51472,3,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51473,8,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51474,9,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51475,11,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51476,14,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51477,20,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51478,23,5,1990,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
51479,26,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51480,28,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51481,29,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51482,30,5,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51483,23,6,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51484,26,7,1990,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51485,27,7,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51486,29,7,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51487,4,8,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51488,9,8,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51489,17,8,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51490,1,9,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51491,7,9,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51492,8,9,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,1.0,0.0,1.0,Fatal,1,0.0,0.0,50.0
51493,29,9,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51494,3,10,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51495,14,10,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51496,10,11,1990,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51497,23,11,1990,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51498,7,12,1990,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51499,15,12,1990,ROBINSON,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51500,9,1,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51501,11,1,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51502,25,1,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51503,2,2,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51504,10,2,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51505,3,3,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51506,24,3,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51507,28,3,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51508,31,3,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Approach,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51509,3,4,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51510,5,4,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51511,6,4,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51512,15,4,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51513,20,4,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51514,5,5,1991,ROBINSON,Substantial,,1,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51515,12,5,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51516,12,5,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51517,5,6,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51518,17,6,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51519,17,6,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51520,21,6,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51521,24,6,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51522,5,7,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51523,11,7,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51524,11,7,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51525,14,7,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51526,24,7,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51527,1,8,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51528,13,8,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51529,30,8,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51530,17,9,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51531,20,9,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51533,26,9,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51534,27,9,1991,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51535,3,10,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51536,30,10,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51537,1,11,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51538,17,11,1991,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51539,1,1,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51540,11,1,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51541,25,1,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51542,30,1,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51543,31,1,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51544,15,2,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51545,4,3,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51546,6,3,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51547,28,3,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51548,2,4,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51549,4,4,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51550,5,4,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51551,8,4,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51552,18,4,1992,ROBINSON,Substantial,,1,Reciprocating,IMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51553,22,4,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
51554,4,5,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51555,6,5,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51556,8,5,1992,ROBINSON,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51557,17,5,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51558,2,6,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51559,29,6,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51560,4,7,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51561,11,7,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51562,17,7,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
51563,25,7,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51564,25,7,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51566,13,9,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51567,14,9,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51568,30,9,1992,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51569,5,10,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51570,15,10,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51571,2,12,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51572,23,12,1992,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51573,18,1,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51574,23,1,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51575,7,2,1993,ROBINSON,Substantial,,1,Reciprocating,IMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51576,19,2,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Go-around,4.0,0.0,0.0,Fatal,4,0.0,0.0,100.0
51577,11,3,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51578,14,4,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51579,27,4,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51580,5,5,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51581,7,5,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51582,13,5,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51583,25,5,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51584,31,5,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Taxi,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51585,24,6,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51586,26,6,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51587,7,7,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51588,12,7,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51589,24,7,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51590,27,7,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51591,30,7,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51592,31,7,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,3.0,0.0,0.0,Fatal,3,0.0,0.0,100.0
51593,4,8,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51594,10,8,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51595,27,8,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51596,10,9,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51597,19,9,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Descent,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51598,23,9,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51599,24,9,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51600,30,9,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51601,7,10,1993,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51602,18,10,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51603,30,10,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51604,6,11,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51605,27,11,1993,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51606,13,1,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51607,24,1,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51608,25,1,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51609,14,2,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51610,4,3,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51611,23,3,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51612,5,5,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0,100.0
51613,8,5,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51614,10,5,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,3.0,0.0,Fatal,2,0.0,0.0,40.0
51615,19,5,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51616,19,5,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51617,26,5,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51618,15,6,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51619,17,6,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51620,7,7,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51621,9,7,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51622,2,8,1994,ROBINSON,Substantial,,1,Reciprocating,IMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51623,6,8,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51624,21,9,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51625,22,9,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51626,28,9,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Climb,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51627,14,10,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51628,8,11,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51629,11,11,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51630,19,11,1994,ROBINSON,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51631,22,11,1994,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51632,22,1,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Climb,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51633,11,3,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51634,12,3,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51635,27,3,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51636,2,4,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51637,7,4,1995,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51638,11,4,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51639,29,4,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51640,7,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51641,8,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Approach,1.0,1.0,0.0,Fatal,1,0.0,0.0,50.0
51642,13,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51643,21,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51644,23,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51645,27,5,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51646,11,6,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51647,21,6,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
51648,26,6,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0,0.0
51649,29,8,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51650,10,9,1995,ROBINSON,Destroyed,,1,Reciprocating,VMC,Takeoff,1.0,0.0,0.0,Fatal,1,0.0,0.0,100.0
51651,24,11,1995,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51652,24,2,1996,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51653,22,3,1996,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51654,23,3,1996,ROBINSON,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
51655,19,4,1996,ROBINSON,Substantial,,1,Reciprocating,VMC,Standing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0,0.0
